location,year,month,date,new_cases,positive_rate,population,median_age
Hungary,2020,June,3,10,0.006,9660350,43.4
Hungary,2020,June,4,0,0.005,9660350,43.4
Hungary,2020,June,5,23,0.005,9660350,43.4
Hungary,2020,June,6,16,0.006,9660350,43.4
Hungary,2020,June,7,0,0.004,9660350,43.4
Hungary,2020,June,8,0,0.004,9660350,43.4
Hungary,2020,June,9,44,0.004,9660350,43.4
Hungary,2020,June,10,3,0.003,9660350,43.4
Hungary,2020,June,11,10,0.004,9660350,43.4
Hungary,2020,June,12,12,0.004,9660350,43.4
Hungary,2020,June,13,14,0.004,9660350,43.4
Hungary,2020,June,14,11,0.004,9660350,43.4
Hungary,2020,June,15,12,0.004,9660350,43.4
Hungary,2020,June,16,1,0.003,9660350,43.4
Hungary,2020,June,17,1,0.002,9660350,43.4
Hungary,2020,June,18,1,0.002,9660350,43.4
Hungary,2020,June,19,2,0.002,9660350,43.4
Hungary,2020,June,20,5,0.001,9660350,43.4
Hungary,2020,June,21,8,0.001,9660350,43.4
Hungary,2020,June,22,8,0.001,9660350,43.4
Hungary,2020,June,23,5,0.001,9660350,43.4
Hungary,2020,June,24,0,0.002,9660350,43.4
Hungary,2020,June,25,7,0.002,9660350,43.4
Hungary,2020,June,26,9,0.002,9660350,43.4
Hungary,2020,June,27,4,0.002,9660350,43.4
Hungary,2020,June,28,11,0.003,9660350,43.4
Hungary,2020,June,29,4,0.003,9660350,43.4
Hungary,2020,June,30,3,0.002,9660350,43.4
Hungary,2020,July,1,10,0.003,9660350,43.4
Hungary,2020,July,2,2,0.003,9660350,43.4
Hungary,2020,July,3,9,0.003,9660350,43.4
Hungary,2020,July,4,6,0.003,9660350,43.4
Hungary,2020,July,5,11,0.003,9660350,43.4
Hungary,2020,July,6,0,0.003,9660350,43.4
Hungary,2020,July,7,6,0.004,9660350,43.4
Hungary,2020,July,8,16,0.005,9660350,43.4
Hungary,2020,July,9,5,0.005,9660350,43.4
Hungary,2020,July,10,10,0.005,9660350,43.4
Hungary,2020,July,11,3,0.005,9660350,43.4
Hungary,2020,July,12,6,0.005,9660350,43.4
Hungary,2020,July,13,5,0.005,9660350,43.4
Hungary,2020,July,14,13,0.006,9660350,43.4
Hungary,2020,July,15,16,0.006,9660350,43.4
Hungary,2020,July,16,0,0.005,9660350,43.4
Hungary,2020,July,17,16,0.006,9660350,43.4
Hungary,2020,July,18,14,0.006,9660350,43.4
Hungary,2020,July,19,22,0.006,9660350,43.4
Hungary,2020,July,20,18,0.007,9660350,43.4
Hungary,2020,July,21,14,0.007,9660350,43.4
Hungary,2020,July,22,19,0.007,9660350,43.4
Hungary,2020,July,23,14,0.008,9660350,43.4
Hungary,2020,July,24,18,0.007,9660350,43.4
Hungary,2020,July,25,26,0.007,9660350,43.4
Hungary,2020,July,26,11,0.006,9660350,43.4
Hungary,2020,July,27,13,0.006,9660350,43.4
Hungary,2020,July,28,8,0.006,9660350,43.4
Hungary,2020,July,29,9,0.005,9660350,43.4
Hungary,2020,July,30,19,0.005,9660350,43.4
Hungary,2020,July,31,21,0.006,9660350,43.4
Indonesia,2020,June,1,700,0.086,273523621,29.3
Indonesia,2020,June,2,467,0.084,273523621,29.3
Indonesia,2020,June,3,609,0.086,273523621,29.3
Indonesia,2020,June,4,684,0.087,273523621,29.3
Indonesia,2020,June,5,585,0.083,273523621,29.3
Indonesia,2020,June,6,703,0.09,273523621,29.3
Indonesia,2020,June,7,993,0.104,273523621,29.3
Indonesia,2020,June,8,672,0.111,273523621,29.3
Indonesia,2020,June,9,847,0.117,273523621,29.3
Indonesia,2020,June,10,1043,0.135,273523621,29.3
Indonesia,2020,June,11,1240,0.142,273523621,29.3
Indonesia,2020,June,12,979,0.143,273523621,29.3
Indonesia,2020,June,13,1111,0.142,273523621,29.3
Indonesia,2020,June,14,1014,0.133,273523621,29.3
Indonesia,2020,June,15,857,0.129,273523621,29.3
Indonesia,2020,June,16,1017,0.126,273523621,29.3
Indonesia,2020,June,17,1106,0.12,273523621,29.3
Indonesia,2020,June,18,1031,0.111,273523621,29.3
Indonesia,2020,June,19,1331,0.116,273523621,29.3
Indonesia,2020,June,20,1041,0.117,273523621,29.3
Indonesia,2020,June,21,1226,0.123,273523621,29.3
Indonesia,2020,June,22,862,0.119,273523621,29.3
Indonesia,2020,June,23,954,0.121,273523621,29.3
Indonesia,2020,June,24,1051,0.114,273523621,29.3
Indonesia,2020,June,25,1113,0.111,273523621,29.3
Indonesia,2020,June,26,1178,0.103,273523621,29.3
Indonesia,2020,June,27,1240,0.104,273523621,29.3
Indonesia,2020,June,28,1385,0.106,273523621,29.3
Indonesia,2020,June,29,1198,0.112,273523621,29.3
Indonesia,2020,June,30,1082,0.109,273523621,29.3
Indonesia,2020,July,1,1293,0.108,273523621,29.3
Indonesia,2020,July,2,1385,0.113,273523621,29.3
Indonesia,2020,July,3,1624,0.117,273523621,29.3
Indonesia,2020,July,4,1301,0.116,273523621,29.3
Indonesia,2020,July,5,1447,0.111,273523621,29.3
Indonesia,2020,July,6,1607,0.113,273523621,29.3
Indonesia,2020,July,7,1209,0.115,273523621,29.3
Indonesia,2020,July,8,1268,0.118,273523621,29.3
Indonesia,2020,July,9,1853,0.124,273523621,29.3
Indonesia,2020,July,10,2657,0.141,273523621,29.3
Indonesia,2020,July,11,1611,0.145,273523621,29.3
Indonesia,2020,July,12,1671,0.148,273523621,29.3
Indonesia,2020,July,13,1681,0.153,273523621,29.3
Indonesia,2020,July,14,1282,0.148,273523621,29.3
Indonesia,2020,July,15,1591,0.15,273523621,29.3
Indonesia,2020,July,16,1522,0.147,273523621,29.3
Indonesia,2020,July,17,1574,0.127,273523621,29.3
Indonesia,2020,July,18,1462,0.124,273523621,29.3
Indonesia,2020,July,19,1752,0.126,273523621,29.3
Indonesia,2020,July,20,1639,0.12,273523621,29.3
Indonesia,2020,July,21,1693,0.12,273523621,29.3
Indonesia,2020,July,22,1655,0.123,273523621,29.3
Indonesia,2020,July,23,1882,0.125,273523621,29.3
Indonesia,2020,July,24,1906,0.129,273523621,29.3
Indonesia,2020,July,25,1761,0.133,273523621,29.3
Indonesia,2020,July,26,1868,0.138,273523621,29.3
Indonesia,2020,July,27,1492,0.15,273523621,29.3
Indonesia,2020,July,28,1525,0.172,273523621,29.3
Indonesia,2020,July,29,1748,0.133,273523621,29.3
Indonesia,2020,July,30,2381,0.136,273523621,29.3
Indonesia,2020,July,31,1904,0.142,273523621,29.3
Isle of Man,2020,June,1,0,NA,85032,NA
Isle of Man,2020,June,2,0,NA,85032,NA
Isle of Man,2020,June,3,0,NA,85032,NA
Isle of Man,2020,June,4,0,NA,85032,NA
Isle of Man,2020,June,5,0,NA,85032,NA
Isle of Man,2020,June,6,0,NA,85032,NA
Isle of Man,2020,June,7,0,NA,85032,NA
Isle of Man,2020,June,8,0,NA,85032,NA
Isle of Man,2020,June,9,0,NA,85032,NA
Isle of Man,2020,June,10,0,NA,85032,NA
Isle of Man,2020,June,11,0,NA,85032,NA
Isle of Man,2020,June,12,0,NA,85032,NA
Isle of Man,2020,June,13,0,NA,85032,NA
Isle of Man,2020,June,14,0,NA,85032,NA
Isle of Man,2020,June,15,0,NA,85032,NA
Isle of Man,2020,June,16,0,NA,85032,NA
Isle of Man,2020,June,17,0,NA,85032,NA
Isle of Man,2020,June,18,0,NA,85032,NA
Isle of Man,2020,June,19,0,NA,85032,NA
Isle of Man,2020,June,20,0,NA,85032,NA
Isle of Man,2020,June,21,0,NA,85032,NA
Isle of Man,2020,June,22,0,NA,85032,NA
Isle of Man,2020,June,23,0,NA,85032,NA
Isle of Man,2020,June,24,0,NA,85032,NA
Isle of Man,2020,June,25,0,NA,85032,NA
Isle of Man,2020,June,26,0,NA,85032,NA
Isle of Man,2020,June,27,0,NA,85032,NA
Isle of Man,2020,June,28,0,NA,85032,NA
Isle of Man,2020,June,29,0,NA,85032,NA
Isle of Man,2020,June,30,0,NA,85032,NA
Isle of Man,2020,July,1,0,NA,85032,NA
Isle of Man,2020,July,2,0,NA,85032,NA
Isle of Man,2020,July,3,0,NA,85032,NA
Isle of Man,2020,July,4,0,NA,85032,NA
Isle of Man,2020,July,5,0,NA,85032,NA
Isle of Man,2020,July,6,0,NA,85032,NA
Isle of Man,2020,July,7,0,NA,85032,NA
Isle of Man,2020,July,8,0,NA,85032,NA
Isle of Man,2020,July,9,0,NA,85032,NA
Isle of Man,2020,July,10,0,NA,85032,NA
Isle of Man,2020,July,11,0,NA,85032,NA
Isle of Man,2020,July,12,0,NA,85032,NA
Isle of Man,2020,July,13,0,NA,85032,NA
Isle of Man,2020,July,14,0,NA,85032,NA
Isle of Man,2020,July,15,0,NA,85032,NA
Isle of Man,2020,July,16,0,NA,85032,NA
Isle of Man,2020,July,17,0,NA,85032,NA
Isle of Man,2020,July,18,0,NA,85032,NA
Isle of Man,2020,July,19,0,NA,85032,NA
Isle of Man,2020,July,20,0,NA,85032,NA
Isle of Man,2020,July,21,0,NA,85032,NA
Isle of Man,2020,July,22,0,NA,85032,NA
Isle of Man,2020,July,23,0,NA,85032,NA
Isle of Man,2020,July,24,0,NA,85032,NA
Isle of Man,2020,July,25,0,NA,85032,NA
Isle of Man,2020,July,26,0,NA,85032,NA
Isle of Man,2020,July,27,0,NA,85032,NA
Isle of Man,2020,July,28,0,NA,85032,NA
Isle of Man,2020,July,29,0,NA,85032,NA
Isle of Man,2020,July,30,0,NA,85032,NA
Isle of Man,2020,July,31,0,NA,85032,NA
India,2020,June,1,8392,0.062,1380004385,28.2
India,2020,June,2,8171,0.062,1380004385,28.2
India,2020,June,3,8909,0.063,1380004385,28.2
India,2020,June,4,9304,0.065,1380004385,28.2
India,2020,June,5,9851,0.067,1380004385,28.2
India,2020,June,6,9887,0.068,1380004385,28.2
India,2020,June,7,9971,0.069,1380004385,28.2
India,2020,June,8,9983,0.07,1380004385,28.2
India,2020,June,9,9987,0.071,1380004385,28.2
India,2020,June,10,9985,0.071,1380004385,28.2
India,2020,June,11,9996,0.071,1380004385,28.2
India,2020,June,12,10956,0.072,1380004385,28.2
India,2020,June,13,11458,0.073,1380004385,28.2
India,2020,June,14,11929,0.074,1380004385,28.2
India,2020,June,15,11502,0.075,1380004385,28.2
India,2020,June,16,10667,0.075,1380004385,28.2
India,2020,June,17,10974,0.075,1380004385,28.2
India,2020,June,18,12881,0.076,1380004385,28.2
India,2020,June,19,13586,0.075,1380004385,28.2
India,2020,June,20,14516,0.075,1380004385,28.2
India,2020,June,21,15413,0.076,1380004385,28.2
India,2020,June,22,14821,0.076,1380004385,28.2
India,2020,June,23,14933,0.077,1380004385,28.2
India,2020,June,24,15968,0.078,1380004385,28.2
India,2020,June,25,16922,0.079,1380004385,28.2
India,2020,June,26,17296,0.08,1380004385,28.2
India,2020,June,27,18552,0.08,1380004385,28.2
India,2020,June,28,19906,0.082,1380004385,28.2
India,2020,June,29,19459,0.084,1380004385,28.2
India,2020,June,30,18522,0.086,1380004385,28.2
India,2020,July,1,18653,0.086,1380004385,28.2
India,2020,July,2,19148,0.086,1380004385,28.2
India,2020,July,3,20903,0.088,1380004385,28.2
India,2020,July,4,22771,0.089,1380004385,28.2
India,2020,July,5,24850,0.092,1380004385,28.2
India,2020,July,6,24248,0.093,1380004385,28.2
India,2020,July,7,22252,0.093,1380004385,28.2
India,2020,July,8,22752,0.093,1380004385,28.2
India,2020,July,9,24879,0.094,1380004385,28.2
India,2020,July,10,26506,0.095,1380004385,28.2
India,2020,July,11,27114,0.096,1380004385,28.2
India,2020,July,12,28637,0.096,1380004385,28.2
India,2020,July,13,28701,0.096,1380004385,28.2
India,2020,July,14,28498,0.096,1380004385,28.2
India,2020,July,15,29429,0.097,1380004385,28.2
India,2020,July,16,32695,0.098,1380004385,28.2
India,2020,July,17,34956,0.099,1380004385,28.2
India,2020,July,18,34884,0.099,1380004385,28.2
India,2020,July,19,38902,0.102,1380004385,28.2
India,2020,July,20,40425,0.105,1380004385,28.2
India,2020,July,21,37148,0.107,1380004385,28.2
India,2020,July,22,37724,0.11,1380004385,28.2
India,2020,July,23,45720,0.115,1380004385,28.2
India,2020,July,24,49310,0.118,1380004385,28.2
India,2020,July,25,48916,0.119,1380004385,28.2
India,2020,July,26,48661,0.112,1380004385,28.2
India,2020,July,27,49931,0.107,1380004385,28.2
India,2020,July,28,47703,0.109,1380004385,28.2
India,2020,July,29,48513,0.109,1380004385,28.2
India,2020,July,30,52123,0.101,1380004385,28.2
India,2020,July,31,55078,0.1,1380004385,28.2
Ireland,2020,June,1,61,0.014,4937796,38.7
Ireland,2020,June,2,72,0.016,4937796,38.7
Ireland,2020,June,3,4,0.015,4937796,38.7
Ireland,2020,June,4,45,0.015,4937796,38.7
Ireland,2020,June,5,31,0.015,4937796,38.7
Ireland,2020,June,6,21,0.015,4937796,38.7
Ireland,2020,June,7,20,0.013,4937796,38.7
Ireland,2020,June,8,18,0.011,4937796,38.7
Ireland,2020,June,9,6,0.008,4937796,38.7
Ireland,2020,June,10,8,0.008,4937796,38.7
Ireland,2020,June,11,16,0.006,4937796,38.7
Ireland,2020,June,12,7,0.005,4937796,38.7
Ireland,2020,June,13,12,0.004,4937796,38.7
Ireland,2020,June,14,45,0.006,4937796,38.7
Ireland,2020,June,15,8,0.005,4937796,38.7
Ireland,2020,June,16,18,0.006,4937796,38.7
Ireland,2020,June,17,13,0.006,4937796,38.7
Ireland,2020,June,18,7,0.006,4937796,38.7
Ireland,2020,June,19,14,0.006,4937796,38.7
Ireland,2020,June,20,13,0.006,4937796,38.7
Ireland,2020,June,21,6,0.004,4937796,38.7
Ireland,2020,June,22,5,0.004,4937796,38.7
Ireland,2020,June,23,4,0.003,4937796,38.7
Ireland,2020,June,24,8,0.003,4937796,38.7
Ireland,2020,June,25,5,0.003,4937796,38.7
Ireland,2020,June,26,9,0.003,4937796,38.7
Ireland,2020,June,27,9,0.002,4937796,38.7
Ireland,2020,June,28,23,0.003,4937796,38.7
Ireland,2020,June,29,2,0.003,4937796,38.7
Ireland,2020,June,30,23,0.003,4937796,38.7
Ireland,2020,July,1,11,0.003,4937796,38.7
Ireland,2020,July,2,4,0.003,4937796,38.7
Ireland,2020,July,3,12,0.003,4937796,38.7
Ireland,2020,July,4,9,0.002,4937796,38.7
Ireland,2020,July,5,11,0.002,4937796,38.7
Ireland,2020,July,6,18,0.002,4937796,38.7
Ireland,2020,July,7,4,0.002,4937796,38.7
Ireland,2020,July,8,7,0.001,4937796,38.7
Ireland,2020,July,9,4,0.001,4937796,38.7
Ireland,2020,July,10,23,0.002,4937796,38.7
Ireland,2020,July,11,24,0.002,4937796,38.7
Ireland,2020,July,12,22,0.002,4937796,38.7
Ireland,2020,July,13,17,0.002,4937796,38.7
Ireland,2020,July,14,10,0.002,4937796,38.7
Ireland,2020,July,15,32,0.003,4937796,38.7
Ireland,2020,July,16,13,0.003,4937796,38.7
Ireland,2020,July,17,15,0.003,4937796,38.7
Ireland,2020,July,18,32,0.003,4937796,38.7
Ireland,2020,July,19,20,0.003,4937796,38.7
Ireland,2020,July,20,10,0.003,4937796,38.7
Ireland,2020,July,21,6,0.003,4937796,38.7
Ireland,2020,July,22,36,0.003,4937796,38.7
Ireland,2020,July,23,17,0.003,4937796,38.7
Ireland,2020,July,24,7,0.003,4937796,38.7
Ireland,2020,July,25,19,0.002,4937796,38.7
Ireland,2020,July,26,24,0.002,4937796,38.7
Ireland,2020,July,27,12,0.003,4937796,38.7
Ireland,2020,July,28,11,0.003,4937796,38.7
Ireland,2020,July,29,37,0.003,4937796,38.7
Ireland,2020,July,30,13,0.003,4937796,38.7
Ireland,2020,July,31,85,0.005,4937796,38.7
Iran,2020,June,1,2516,0.115,83992953,32.4
Iran,2020,June,2,2979,0.12,83992953,32.4
Iran,2020,June,3,3117,0.129,83992953,32.4
Iran,2020,June,4,3134,0.134,83992953,32.4
Iran,2020,June,5,3574,0.142,83992953,32.4
Iran,2020,June,6,2886,0.142,83992953,32.4
Iran,2020,June,7,2269,0.137,83992953,32.4
Iran,2020,June,8,2364,0.135,83992953,32.4
Iran,2020,June,9,2043,0.127,83992953,32.4
Iran,2020,June,10,2095,0.119,83992953,32.4
Iran,2020,June,11,2011,0.112,83992953,32.4
Iran,2020,June,12,2238,0.102,83992953,32.4
Iran,2020,June,13,2369,0.097,83992953,32.4
Iran,2020,June,14,2410,0.098,83992953,32.4
Iran,2020,June,15,2472,0.096,83992953,32.4
Iran,2020,June,16,2449,0.097,83992953,32.4
Iran,2020,June,17,2563,0.098,83992953,32.4
Iran,2020,June,18,2612,0.1,83992953,32.4
Iran,2020,June,19,2596,0.101,83992953,32.4
Iran,2020,June,20,2615,0.101,83992953,32.4
Iran,2020,June,21,2322,0.099,83992953,32.4
Iran,2020,June,22,2368,0.097,83992953,32.4
Iran,2020,June,23,2573,0.097,83992953,32.4
Iran,2020,June,24,2445,0.096,83992953,32.4
Iran,2020,June,25,2531,0.094,83992953,32.4
Iran,2020,June,26,2595,0.093,83992953,32.4
Iran,2020,June,27,2628,0.093,83992953,32.4
Iran,2020,June,28,2456,0.093,83992953,32.4
Iran,2020,June,29,2489,0.093,83992953,32.4
Iran,2020,June,30,2536,0.093,83992953,32.4
Iran,2020,July,1,2457,0.093,83992953,32.4
Iran,2020,July,2,2549,0.094,83992953,32.4
Iran,2020,July,3,2652,0.095,83992953,32.4
Iran,2020,July,4,2566,0.095,83992953,32.4
Iran,2020,July,5,2449,0.096,83992953,32.4
Iran,2020,July,6,2560,0.098,83992953,32.4
Iran,2020,July,7,2613,0.099,83992953,32.4
Iran,2020,July,8,2637,0.101,83992953,32.4
Iran,2020,July,9,2691,0.102,83992953,32.4
Iran,2020,July,10,2079,0.099,83992953,32.4
Iran,2020,July,11,2262,0.097,83992953,32.4
Iran,2020,July,12,2397,0.097,83992953,32.4
Iran,2020,July,13,2186,0.095,83992953,32.4
Iran,2020,July,14,2349,0.094,83992953,32.4
Iran,2020,July,15,2521,0.094,83992953,32.4
Iran,2020,July,16,2388,0.092,83992953,32.4
Iran,2020,July,17,2500,0.094,83992953,32.4
Iran,2020,July,18,2379,0.095,83992953,32.4
Iran,2020,July,19,2166,0.093,83992953,32.4
Iran,2020,July,20,2182,0.093,83992953,32.4
Iran,2020,July,21,2414,0.093,83992953,32.4
Iran,2020,July,22,2625,0.092,83992953,32.4
Iran,2020,July,23,2586,0.093,83992953,32.4
Iran,2020,July,24,2621,0.095,83992953,32.4
Iran,2020,July,25,2489,0.095,83992953,32.4
Iran,2020,July,26,2316,0.096,83992953,32.4
Iran,2020,July,27,2333,0.097,83992953,32.4
Iran,2020,July,28,2434,0.098,83992953,32.4
Iran,2020,July,29,2667,0.098,83992953,32.4
Iran,2020,July,30,2636,0.099,83992953,32.4
Iran,2020,July,31,2621,0.098,83992953,32.4
Iraq,2020,June,1,260,0.043,40222503,20
Iraq,2020,June,2,429,0.042,40222503,20
Iraq,2020,June,3,519,0.045,40222503,20
Iraq,2020,June,4,781,0.049,40222503,20
Iraq,2020,June,5,672,0.051,40222503,20
Iraq,2020,June,6,1006,0.055,40222503,20
Iraq,2020,June,7,1252,0.065,40222503,20
Iraq,2020,June,8,1268,0.08,40222503,20
Iraq,2020,June,9,1115,0.093,40222503,20
Iraq,2020,June,10,787,0.098,40222503,20
Iraq,2020,June,11,1146,0.107,40222503,20
Iraq,2020,June,12,1261,0.116,40222503,20
Iraq,2020,June,13,1095,0.121,40222503,20
Iraq,2020,June,14,1180,0.118,40222503,20
Iraq,2020,June,15,1259,0.115,40222503,20
Iraq,2020,June,16,1106,0.116,40222503,20
Iraq,2020,June,17,1385,0.116,40222503,20
Iraq,2020,June,18,1554,0.119,40222503,20
Iraq,2020,June,19,1463,0.12,40222503,20
Iraq,2020,June,20,1635,0.127,40222503,20
Iraq,2020,June,21,1870,0.136,40222503,20
Iraq,2020,June,22,1646,0.142,40222503,20
Iraq,2020,June,23,1808,0.15,40222503,20
Iraq,2020,June,24,1826,0.159,40222503,20
Iraq,2020,June,25,2200,0.166,40222503,20
Iraq,2020,June,26,2437,0.178,40222503,20
Iraq,2020,June,27,2054,0.184,40222503,20
Iraq,2020,June,28,2069,0.185,40222503,20
Iraq,2020,June,29,2140,0.189,40222503,20
Iraq,2020,June,30,1749,0.184,40222503,20
Iraq,2020,July,1,1958,0.186,40222503,20
Iraq,2020,July,2,2415,0.188,40222503,20
Iraq,2020,July,3,2184,0.184,40222503,20
Iraq,2020,July,4,2312,0.188,40222503,20
Iraq,2020,July,5,2334,0.188,40222503,20
Iraq,2020,July,6,2125,0.187,40222503,20
Iraq,2020,July,7,1796,0.189,40222503,20
Iraq,2020,July,8,2426,0.192,40222503,20
Iraq,2020,July,9,2741,0.196,40222503,20
Iraq,2020,July,10,2170,0.196,40222503,20
Iraq,2020,July,11,2848,0.2,40222503,20
Iraq,2020,July,12,2734,0.207,40222503,20
Iraq,2020,July,13,2312,0.199,40222503,20
Iraq,2020,July,14,2229,0.195,40222503,20
Iraq,2020,July,15,2022,0.184,40222503,20
Iraq,2020,July,16,2110,0.169,40222503,20
Iraq,2020,July,17,2281,0.164,40222503,20
Iraq,2020,July,18,2023,0.148,40222503,20
Iraq,2020,July,19,2049,0.136,40222503,20
Iraq,2020,July,20,2310,0.135,40222503,20
Iraq,2020,July,21,2163,0.134,40222503,20
Iraq,2020,July,22,2466,0.135,40222503,20
Iraq,2020,July,23,2706,0.139,40222503,20
Iraq,2020,July,24,2361,0.138,40222503,20
Iraq,2020,July,25,2485,0.14,40222503,20
Iraq,2020,July,26,2862,0.145,40222503,20
Iraq,2020,July,27,2459,0.145,40222503,20
Iraq,2020,July,28,2553,0.148,40222503,20
Iraq,2020,July,29,2747,0.15,40222503,20
Iraq,2020,July,30,2968,0.151,40222503,20
Iraq,2020,July,31,2963,0.155,40222503,20
Iceland,2020,June,1,0,0.001,341250,37.3
Iceland,2020,June,2,0,0.001,341250,37.3
Iceland,2020,June,3,0,0.001,341250,37.3
Iceland,2020,June,4,0,0.001,341250,37.3
Iceland,2020,June,5,0,0.001,341250,37.3
Iceland,2020,June,6,0,0.001,341250,37.3
Iceland,2020,June,7,0,0,341250,37.3
Iceland,2020,June,8,1,0.001,341250,37.3
Iceland,2020,June,9,0,0.001,341250,37.3
Iceland,2020,June,10,0,0.001,341250,37.3
Iceland,2020,June,11,0,0.001,341250,37.3
Iceland,2020,June,12,0,0.003,341250,37.3
Iceland,2020,June,13,1,0.005,341250,37.3
Iceland,2020,June,14,2,0.01,341250,37.3
Iceland,2020,June,15,0,0.008,341250,37.3
Iceland,2020,June,16,1,0.008,341250,37.3
Iceland,2020,June,17,1,0.01,341250,37.3
Iceland,2020,June,18,0,0.011,341250,37.3
Iceland,2020,June,19,2,0.014,341250,37.3
Iceland,2020,June,20,1,0.014,341250,37.3
Iceland,2020,June,21,0,0.01,341250,37.3
Iceland,2020,June,22,0,0.01,341250,37.3
Iceland,2020,June,23,0,0.009,341250,37.3
Iceland,2020,June,24,0,0.007,341250,37.3
Iceland,2020,June,25,2,0.01,341250,37.3
Iceland,2020,June,26,1,0.006,341250,37.3
Iceland,2020,June,27,2,0.007,341250,37.3
Iceland,2020,June,28,0,0.005,341250,37.3
Iceland,2020,June,29,1,0.004,341250,37.3
Iceland,2020,June,30,1,0.003,341250,37.3
Iceland,2020,July,1,2,0.004,341250,37.3
Iceland,2020,July,2,1,0.003,341250,37.3
Iceland,2020,July,3,5,0.005,341250,37.3
Iceland,2020,July,4,0,0.004,341250,37.3
Iceland,2020,July,5,0,0.005,341250,37.3
Iceland,2020,July,6,0,0.005,341250,37.3
Iceland,2020,July,7,2,0.007,341250,37.3
Iceland,2020,July,8,1,0.007,341250,37.3
Iceland,2020,July,9,0,0.006,341250,37.3
Iceland,2020,July,10,0,0.003,341250,37.3
Iceland,2020,July,11,0,0.003,341250,37.3
Iceland,2020,July,12,0,0.003,341250,37.3
Iceland,2020,July,13,0,0.003,341250,37.3
Iceland,2020,July,14,0,0.001,341250,37.3
Iceland,2020,July,15,2,0.002,341250,37.3
Iceland,2020,July,16,0,0.002,341250,37.3
Iceland,2020,July,17,1,0.004,341250,37.3
Iceland,2020,July,18,0,0.004,341250,37.3
Iceland,2020,July,19,2,0.006,341250,37.3
Iceland,2020,July,20,1,0.008,341250,37.3
Iceland,2020,July,21,0,0.009,341250,37.3
Iceland,2020,July,22,0,0.007,341250,37.3
Iceland,2020,July,23,1,0.01,341250,37.3
Iceland,2020,July,24,1,0.013,341250,37.3
Iceland,2020,July,25,2,0.019,341250,37.3
Iceland,2020,July,26,0,0.015,341250,37.3
Iceland,2020,July,27,4,0.023,341250,37.3
Iceland,2020,July,28,7,0.036,341250,37.3
Iceland,2020,July,29,3,0.025,341250,37.3
Iceland,2020,July,30,4,0.012,341250,37.3
Iceland,2020,July,31,11,0.01,341250,37.3
Israel,2020,June,1,59,0.01,8655541,30.6
Israel,2020,June,2,148,0.012,8655541,30.6
Israel,2020,June,3,123,0.012,8655541,30.6
Israel,2020,June,4,87,0.011,8655541,30.6
Israel,2020,June,5,133,0.01,8655541,30.6
Israel,2020,June,6,144,0.009,8655541,30.6
Israel,2020,June,7,77,0.008,8655541,30.6
Israel,2020,June,8,132,0.009,8655541,30.6
Israel,2020,June,9,174,0.009,8655541,30.6
Israel,2020,June,10,179,0.009,8655541,30.6
Israel,2020,June,11,87,0.009,8655541,30.6
Israel,2020,June,12,346,0.011,8655541,30.6
Israel,2020,June,13,175,0.012,8655541,30.6
Israel,2020,June,14,132,0.013,8655541,30.6
Israel,2020,June,15,113,0.013,8655541,30.6
Israel,2020,June,16,217,0.013,8655541,30.6
Israel,2020,June,17,299,0.015,8655541,30.6
Israel,2020,June,18,257,0.017,8655541,30.6
Israel,2020,June,19,142,0.014,8655541,30.6
Israel,2020,June,20,303,0.016,8655541,30.6
Israel,2020,June,21,294,0.018,8655541,30.6
Israel,2020,June,22,145,0.018,8655541,30.6
Israel,2020,June,23,304,0.018,8655541,30.6
Israel,2020,June,24,430,0.019,8655541,30.6
Israel,2020,June,25,532,0.022,8655541,30.6
Israel,2020,June,26,356,0.023,8655541,30.6
Israel,2020,June,27,400,0.023,8655541,30.6
Israel,2020,June,28,621,0.026,8655541,30.6
Israel,2020,June,29,334,0.026,8655541,30.6
Israel,2020,June,30,686,0.029,8655541,30.6
Israel,2020,July,1,803,0.031,8655541,30.6
Israel,2020,July,2,1013,0.034,8655541,30.6
Israel,2020,July,3,1285,0.039,8655541,30.6
Israel,2020,July,4,513,0.038,8655541,30.6
Israel,2020,July,5,1115,0.039,8655541,30.6
Israel,2020,July,6,788,0.041,8655541,30.6
Israel,2020,July,7,1228,0.042,8655541,30.6
Israel,2020,July,8,1036,0.042,8655541,30.6
Israel,2020,July,9,1335,0.042,8655541,30.6
Israel,2020,July,10,1268,0.041,8655541,30.6
Israel,2020,July,11,1441,0.045,8655541,30.6
Israel,2020,July,12,1197,0.046,8655541,30.6
Israel,2020,July,13,1207,0.047,8655541,30.6
Israel,2020,July,14,1962,0.05,8655541,30.6
Israel,2020,July,15,1728,0.053,8655541,30.6
Israel,2020,July,16,2354,0.058,8655541,30.6
Israel,2020,July,17,1345,0.059,8655541,30.6
Israel,2020,July,18,1400,0.059,8655541,30.6
Israel,2020,July,19,1906,0.063,8655541,30.6
Israel,2020,July,20,924,0.062,8655541,30.6
Israel,2020,July,21,1387,0.06,8655541,30.6
Israel,2020,July,22,2366,0.064,8655541,30.6
Israel,2020,July,23,2043,0.061,8655541,30.6
Israel,2020,July,24,1897,0.065,8655541,30.6
Israel,2020,July,25,1493,0.067,8655541,30.6
Israel,2020,July,26,1203,0.066,8655541,30.6
Israel,2020,July,27,1278,0.068,8655541,30.6
Israel,2020,July,28,2502,0.076,8655541,30.6
