location,year,month,date,new_cases,positive_rate,population,median_age
Aruba,2020,June,1,0,NA,106766,41.2
Aruba,2020,June,2,0,NA,106766,41.2
Aruba,2020,June,3,0,NA,106766,41.2
Aruba,2020,June,4,0,NA,106766,41.2
Aruba,2020,June,5,0,NA,106766,41.2
Aruba,2020,June,6,0,NA,106766,41.2
Aruba,2020,June,7,0,NA,106766,41.2
Aruba,2020,June,8,0,NA,106766,41.2
Aruba,2020,June,9,0,NA,106766,41.2
Aruba,2020,June,10,0,NA,106766,41.2
Aruba,2020,June,11,0,NA,106766,41.2
Aruba,2020,June,12,0,NA,106766,41.2
Aruba,2020,June,13,0,NA,106766,41.2
Aruba,2020,June,14,0,NA,106766,41.2
Aruba,2020,June,15,0,NA,106766,41.2
Aruba,2020,June,16,0,NA,106766,41.2
Aruba,2020,June,17,0,NA,106766,41.2
Aruba,2020,June,18,0,NA,106766,41.2
Aruba,2020,June,19,0,NA,106766,41.2
Aruba,2020,June,20,0,NA,106766,41.2
Aruba,2020,June,21,0,NA,106766,41.2
Aruba,2020,June,22,0,NA,106766,41.2
Aruba,2020,June,23,0,NA,106766,41.2
Aruba,2020,June,24,0,NA,106766,41.2
Aruba,2020,June,25,0,NA,106766,41.2
Aruba,2020,June,26,0,NA,106766,41.2
Aruba,2020,June,27,0,NA,106766,41.2
Aruba,2020,June,28,0,NA,106766,41.2
Aruba,2020,June,29,0,NA,106766,41.2
Aruba,2020,June,30,2,NA,106766,41.2
Aruba,2020,July,1,0,NA,106766,41.2
Aruba,2020,July,2,0,NA,106766,41.2
Aruba,2020,July,3,1,NA,106766,41.2
Aruba,2020,July,4,0,NA,106766,41.2
Aruba,2020,July,5,1,NA,106766,41.2
Aruba,2020,July,6,0,NA,106766,41.2
Aruba,2020,July,7,0,NA,106766,41.2
Aruba,2020,July,8,0,NA,106766,41.2
Aruba,2020,July,9,0,NA,106766,41.2
Aruba,2020,July,10,0,NA,106766,41.2
Aruba,2020,July,11,0,NA,106766,41.2
Aruba,2020,July,12,0,NA,106766,41.2
Aruba,2020,July,13,0,NA,106766,41.2
Aruba,2020,July,14,0,NA,106766,41.2
Aruba,2020,July,15,1,NA,106766,41.2
Aruba,2020,July,16,0,NA,106766,41.2
Aruba,2020,July,17,2,NA,106766,41.2
Aruba,2020,July,18,0,NA,106766,41.2
Aruba,2020,July,19,0,NA,106766,41.2
Aruba,2020,July,20,5,NA,106766,41.2
Aruba,2020,July,21,2,NA,106766,41.2
Aruba,2020,July,22,2,NA,106766,41.2
Aruba,2020,July,23,0,NA,106766,41.2
Aruba,2020,July,24,0,NA,106766,41.2
Aruba,2020,July,25,1,NA,106766,41.2
Aruba,2020,July,26,1,NA,106766,41.2
Aruba,2020,July,27,0,NA,106766,41.2
Aruba,2020,July,28,0,NA,106766,41.2
Aruba,2020,July,29,0,NA,106766,41.2
Aruba,2020,July,30,0,NA,106766,41.2
Aruba,2020,July,31,1,NA,106766,41.2
Afghanistan,2020,June,1,680,NA,38928341,18.6
Afghanistan,2020,June,2,545,NA,38928341,18.6
Afghanistan,2020,June,3,759,NA,38928341,18.6
Afghanistan,2020,June,4,758,NA,38928341,18.6
Afghanistan,2020,June,5,787,NA,38928341,18.6
Afghanistan,2020,June,6,915,NA,38928341,18.6
Afghanistan,2020,June,7,582,NA,38928341,18.6
Afghanistan,2020,June,8,791,NA,38928341,18.6
Afghanistan,2020,June,9,575,NA,38928341,18.6
Afghanistan,2020,June,10,542,NA,38928341,18.6
Afghanistan,2020,June,11,684,NA,38928341,18.6
Afghanistan,2020,June,12,747,NA,38928341,18.6
Afghanistan,2020,June,13,656,NA,38928341,18.6
Afghanistan,2020,June,14,556,NA,38928341,18.6
Afghanistan,2020,June,15,664,NA,38928341,18.6
Afghanistan,2020,June,16,761,NA,38928341,18.6
Afghanistan,2020,June,17,783,NA,38928341,18.6
Afghanistan,2020,June,18,564,NA,38928341,18.6
Afghanistan,2020,June,19,658,NA,38928341,18.6
Afghanistan,2020,June,20,346,NA,38928341,18.6
Afghanistan,2020,June,21,546,NA,38928341,18.6
Afghanistan,2020,June,22,409,NA,38928341,18.6
Afghanistan,2020,June,23,310,NA,38928341,18.6
Afghanistan,2020,June,24,338,NA,38928341,18.6
Afghanistan,2020,June,25,234,NA,38928341,18.6
Afghanistan,2020,June,26,460,NA,38928341,18.6
Afghanistan,2020,June,27,276,NA,38928341,18.6
Afghanistan,2020,June,28,165,NA,38928341,18.6
Afghanistan,2020,June,29,351,NA,38928341,18.6
Afghanistan,2020,June,30,271,NA,38928341,18.6
Afghanistan,2020,July,1,279,NA,38928341,18.6
Afghanistan,2020,July,2,319,NA,38928341,18.6
Afghanistan,2020,July,3,186,NA,38928341,18.6
Afghanistan,2020,July,4,302,NA,38928341,18.6
Afghanistan,2020,July,5,348,NA,38928341,18.6
Afghanistan,2020,July,6,279,NA,38928341,18.6
Afghanistan,2020,July,7,433,NA,38928341,18.6
Afghanistan,2020,July,8,210,NA,38928341,18.6
Afghanistan,2020,July,9,59,NA,38928341,18.6
Afghanistan,2020,July,10,255,NA,38928341,18.6
Afghanistan,2020,July,11,458,NA,38928341,18.6
Afghanistan,2020,July,12,85,NA,38928341,18.6
Afghanistan,2020,July,13,0,NA,38928341,18.6
Afghanistan,2020,July,14,4,NA,38928341,18.6
Afghanistan,2020,July,15,285,NA,38928341,18.6
Afghanistan,2020,July,16,254,NA,38928341,18.6
Afghanistan,2020,July,17,76,NA,38928341,18.6
Afghanistan,2020,July,18,219,NA,38928341,18.6
Afghanistan,2020,July,19,12,NA,38928341,18.6
Afghanistan,2020,July,20,174,NA,38928341,18.6
Afghanistan,2020,July,21,140,NA,38928341,18.6
Afghanistan,2020,July,22,112,NA,38928341,18.6
Afghanistan,2020,July,23,188,NA,38928341,18.6
Afghanistan,2020,July,24,13,NA,38928341,18.6
Afghanistan,2020,July,25,108,NA,38928341,18.6
Afghanistan,2020,July,26,121,NA,38928341,18.6
Afghanistan,2020,July,27,106,NA,38928341,18.6
Afghanistan,2020,July,28,105,NA,38928341,18.6
Afghanistan,2020,July,29,103,NA,38928341,18.6
Afghanistan,2020,July,30,0,NA,38928341,18.6
Afghanistan,2020,July,31,71,NA,38928341,18.6
Angola,2020,June,1,2,NA,32866268,16.8
Angola,2020,June,2,0,NA,32866268,16.8
Angola,2020,June,3,0,NA,32866268,16.8
Angola,2020,June,4,0,NA,32866268,16.8
Angola,2020,June,5,0,NA,32866268,16.8
Angola,2020,June,6,0,NA,32866268,16.8
Angola,2020,June,7,0,NA,32866268,16.8
Angola,2020,June,8,5,NA,32866268,16.8
Angola,2020,June,9,1,NA,32866268,16.8
Angola,2020,June,10,4,NA,32866268,16.8
Angola,2020,June,11,17,NA,32866268,16.8
Angola,2020,June,12,5,NA,32866268,16.8
Angola,2020,June,13,12,NA,32866268,16.8
Angola,2020,June,14,8,NA,32866268,16.8
Angola,2020,June,15,2,NA,32866268,16.8
Angola,2020,June,16,2,NA,32866268,16.8
Angola,2020,June,17,0,NA,32866268,16.8
Angola,2020,June,18,13,NA,32866268,16.8
Angola,2020,June,19,0,NA,32866268,16.8
Angola,2020,June,20,11,NA,32866268,16.8
Angola,2020,June,21,6,NA,32866268,16.8
Angola,2020,June,22,4,NA,32866268,16.8
Angola,2020,June,23,7,NA,32866268,16.8
Angola,2020,June,24,3,NA,32866268,16.8
Angola,2020,June,25,3,NA,32866268,16.8
Angola,2020,June,26,8,NA,32866268,16.8
Angola,2020,June,27,15,NA,32866268,16.8
Angola,2020,June,28,32,NA,32866268,16.8
Angola,2020,June,29,23,NA,32866268,16.8
Angola,2020,June,30,9,NA,32866268,16.8
Angola,2020,July,1,8,NA,32866268,16.8
Angola,2020,July,2,7,NA,32866268,16.8
Angola,2020,July,3,24,NA,32866268,16.8
Angola,2020,July,4,13,NA,32866268,16.8
Angola,2020,July,5,18,NA,32866268,16.8
Angola,2020,July,6,0,NA,32866268,16.8
Angola,2020,July,7,7,NA,32866268,16.8
Angola,2020,July,8,0,NA,32866268,16.8
Angola,2020,July,9,33,NA,32866268,16.8
Angola,2020,July,10,10,NA,32866268,16.8
Angola,2020,July,11,62,NA,32866268,16.8
Angola,2020,July,12,25,NA,32866268,16.8
Angola,2020,July,13,23,NA,32866268,16.8
Angola,2020,July,14,0,NA,32866268,16.8
Angola,2020,July,15,19,NA,32866268,16.8
Angola,2020,July,16,51,NA,32866268,16.8
Angola,2020,July,17,31,NA,32866268,16.8
Angola,2020,July,18,31,NA,32866268,16.8
Angola,2020,July,19,49,NA,32866268,16.8
Angola,2020,July,20,18,NA,32866268,16.8
Angola,2020,July,21,44,NA,32866268,16.8
Angola,2020,July,22,0,NA,32866268,16.8
Angola,2020,July,23,30,NA,32866268,16.8
Angola,2020,July,24,33,NA,32866268,16.8
Angola,2020,July,25,39,NA,32866268,16.8
Angola,2020,July,26,29,NA,32866268,16.8
Angola,2020,July,27,50,NA,32866268,16.8
Angola,2020,July,28,2,NA,32866268,16.8
Angola,2020,July,29,18,NA,32866268,16.8
Angola,2020,July,30,50,NA,32866268,16.8
Angola,2020,July,31,78,NA,32866268,16.8
Anguilla,2020,June,1,0,NA,15002,NA
Anguilla,2020,June,2,0,NA,15002,NA
Anguilla,2020,June,3,0,NA,15002,NA
Anguilla,2020,June,4,0,NA,15002,NA
Anguilla,2020,June,5,0,NA,15002,NA
Anguilla,2020,June,6,0,NA,15002,NA
Anguilla,2020,June,7,0,NA,15002,NA
Anguilla,2020,June,8,0,NA,15002,NA
Anguilla,2020,June,9,0,NA,15002,NA
Anguilla,2020,June,10,0,NA,15002,NA
Anguilla,2020,June,11,0,NA,15002,NA
Anguilla,2020,June,12,0,NA,15002,NA
Anguilla,2020,June,13,0,NA,15002,NA
Anguilla,2020,June,14,0,NA,15002,NA
Anguilla,2020,June,15,0,NA,15002,NA
Anguilla,2020,June,16,0,NA,15002,NA
Anguilla,2020,June,17,0,NA,15002,NA
Anguilla,2020,June,18,0,NA,15002,NA
Anguilla,2020,June,19,0,NA,15002,NA
Anguilla,2020,June,20,0,NA,15002,NA
Anguilla,2020,June,21,0,NA,15002,NA
Anguilla,2020,June,22,0,NA,15002,NA
Anguilla,2020,June,23,0,NA,15002,NA
Anguilla,2020,June,24,0,NA,15002,NA
Anguilla,2020,June,25,0,NA,15002,NA
Anguilla,2020,June,26,0,NA,15002,NA
Anguilla,2020,June,27,0,NA,15002,NA
Anguilla,2020,June,28,0,NA,15002,NA
Anguilla,2020,June,29,0,NA,15002,NA
Anguilla,2020,June,30,0,NA,15002,NA
Anguilla,2020,July,1,0,NA,15002,NA
Anguilla,2020,July,2,0,NA,15002,NA
Anguilla,2020,July,3,0,NA,15002,NA
Anguilla,2020,July,4,0,NA,15002,NA
Anguilla,2020,July,5,0,NA,15002,NA
Anguilla,2020,July,6,0,NA,15002,NA
Anguilla,2020,July,7,0,NA,15002,NA
Anguilla,2020,July,8,0,NA,15002,NA
Anguilla,2020,July,9,0,NA,15002,NA
Anguilla,2020,July,10,0,NA,15002,NA
Anguilla,2020,July,11,0,NA,15002,NA
Anguilla,2020,July,12,0,NA,15002,NA
Anguilla,2020,July,13,0,NA,15002,NA
Anguilla,2020,July,14,0,NA,15002,NA
Anguilla,2020,July,15,0,NA,15002,NA
Anguilla,2020,July,16,0,NA,15002,NA
Anguilla,2020,July,17,0,NA,15002,NA
Anguilla,2020,July,18,0,NA,15002,NA
Anguilla,2020,July,19,0,NA,15002,NA
Anguilla,2020,July,20,0,NA,15002,NA
Anguilla,2020,July,21,0,NA,15002,NA
Anguilla,2020,July,22,0,NA,15002,NA
Anguilla,2020,July,23,0,NA,15002,NA
Anguilla,2020,July,24,0,NA,15002,NA
Anguilla,2020,July,25,0,NA,15002,NA
Anguilla,2020,July,26,0,NA,15002,NA
Anguilla,2020,July,27,0,NA,15002,NA
Anguilla,2020,July,28,0,NA,15002,NA
Anguilla,2020,July,29,0,NA,15002,NA
Anguilla,2020,July,30,0,NA,15002,NA
Anguilla,2020,July,31,0,NA,15002,NA
Albania,2020,June,1,15,NA,2877800,38
Albania,2020,June,2,6,NA,2877800,38
Albania,2020,June,3,21,NA,2877800,38
Albania,2020,June,4,20,NA,2877800,38
Albania,2020,June,5,13,NA,2877800,38
Albania,2020,June,6,15,NA,2877800,38
Albania,2020,June,7,20,NA,2877800,38
Albania,2020,June,8,14,NA,2877800,38
Albania,2020,June,9,17,NA,2877800,38
Albania,2020,June,10,36,NA,2877800,38
Albania,2020,June,11,42,NA,2877800,38
Albania,2020,June,12,44,NA,2877800,38
Albania,2020,June,13,31,NA,2877800,38
Albania,2020,June,14,48,NA,2877800,38
Albania,2020,June,15,57,NA,2877800,38
Albania,2020,June,16,69,NA,2877800,38
Albania,2020,June,17,82,NA,2877800,38
Albania,2020,June,18,50,NA,2877800,38
Albania,2020,June,19,66,NA,2877800,38
Albania,2020,June,20,50,NA,2877800,38
Albania,2020,June,21,53,NA,2877800,38
Albania,2020,June,22,36,NA,2877800,38
Albania,2020,June,23,68,NA,2877800,38
Albania,2020,June,24,52,NA,2877800,38
Albania,2020,June,25,67,NA,2877800,38
Albania,2020,June,26,78,NA,2877800,38
Albania,2020,June,27,77,NA,2877800,38
Albania,2020,June,28,61,NA,2877800,38
Albania,2020,June,29,72,NA,2877800,38
Albania,2020,June,30,64,NA,2877800,38
Albania,2020,July,1,69,NA,2877800,38
Albania,2020,July,2,45,NA,2877800,38
Albania,2020,July,3,82,NA,2877800,38
Albania,2020,July,4,90,NA,2877800,38
Albania,2020,July,5,67,NA,2877800,38
Albania,2020,July,6,74,NA,2877800,38
Albania,2020,July,7,71,NA,2877800,38
Albania,2020,July,8,74,NA,2877800,38
Albania,2020,July,9,68,NA,2877800,38
Albania,2020,July,10,82,NA,2877800,38
Albania,2020,July,11,90,NA,2877800,38
Albania,2020,July,12,93,NA,2877800,38
Albania,2020,July,13,83,NA,2877800,38
Albania,2020,July,14,117,NA,2877800,38
Albania,2020,July,15,96,NA,2877800,38
Albania,2020,July,16,85,NA,2877800,38
Albania,2020,July,17,99,NA,2877800,38
Albania,2020,July,18,55,NA,2877800,38
Albania,2020,July,19,102,NA,2877800,38
Albania,2020,July,20,82,NA,2877800,38
Albania,2020,July,21,81,NA,2877800,38
Albania,2020,July,22,119,NA,2877800,38
Albania,2020,July,23,68,NA,2877800,38
Albania,2020,July,24,108,NA,2877800,38
Albania,2020,July,25,104,NA,2877800,38
Albania,2020,July,26,67,NA,2877800,38
Albania,2020,July,27,126,NA,2877800,38
Albania,2020,July,28,117,NA,2877800,38
Albania,2020,July,29,117,NA,2877800,38
Albania,2020,July,30,108,NA,2877800,38
Albania,2020,July,31,92,NA,2877800,38
Andorra,2020,June,1,0,NA,77265,NA
Andorra,2020,June,2,1,NA,77265,NA
Andorra,2020,June,3,79,NA,77265,NA
Andorra,2020,June,4,7,NA,77265,NA
Andorra,2020,June,5,1,NA,77265,NA
Andorra,2020,June,6,0,NA,77265,NA
Andorra,2020,June,7,0,NA,77265,NA
Andorra,2020,June,8,0,NA,77265,NA
Andorra,2020,June,9,0,NA,77265,NA
Andorra,2020,June,10,0,NA,77265,NA
Andorra,2020,June,11,0,NA,77265,NA
Andorra,2020,June,12,0,NA,77265,NA
Andorra,2020,June,13,1,NA,77265,NA
Andorra,2020,June,14,0,NA,77265,NA
Andorra,2020,June,15,0,NA,77265,NA
Andorra,2020,June,16,0,NA,77265,NA
Andorra,2020,June,17,1,NA,77265,NA
Andorra,2020,June,18,0,NA,77265,NA
Andorra,2020,June,19,1,NA,77265,NA
Andorra,2020,June,20,0,NA,77265,NA
Andorra,2020,June,21,0,NA,77265,NA
Andorra,2020,June,22,0,NA,77265,NA
Andorra,2020,June,23,0,NA,77265,NA
Andorra,2020,June,24,0,NA,77265,NA
Andorra,2020,June,25,0,NA,77265,NA
Andorra,2020,June,26,0,NA,77265,NA
Andorra,2020,June,27,0,NA,77265,NA
Andorra,2020,June,28,0,NA,77265,NA
Andorra,2020,June,29,0,NA,77265,NA
Andorra,2020,June,30,0,NA,77265,NA
Andorra,2020,July,1,0,NA,77265,NA
Andorra,2020,July,2,0,NA,77265,NA
Andorra,2020,July,3,0,NA,77265,NA
Andorra,2020,July,4,0,NA,77265,NA
Andorra,2020,July,5,0,NA,77265,NA
Andorra,2020,July,6,0,NA,77265,NA
Andorra,2020,July,7,0,NA,77265,NA
Andorra,2020,July,8,0,NA,77265,NA
Andorra,2020,July,9,0,NA,77265,NA
Andorra,2020,July,10,0,NA,77265,NA
Andorra,2020,July,11,0,NA,77265,NA
Andorra,2020,July,12,0,NA,77265,NA
Andorra,2020,July,13,0,NA,77265,NA
Andorra,2020,July,14,3,NA,77265,NA
Andorra,2020,July,15,3,NA,77265,NA
Andorra,2020,July,16,1,NA,77265,NA
Andorra,2020,July,17,15,NA,77265,NA
Andorra,2020,July,18,3,NA,77265,NA
Andorra,2020,July,19,0,NA,77265,NA
Andorra,2020,July,20,0,NA,77265,NA
Andorra,2020,July,21,4,NA,77265,NA
Andorra,2020,July,22,0,NA,77265,NA
Andorra,2020,July,23,5,NA,77265,NA
Andorra,2020,July,24,0,NA,77265,NA
Andorra,2020,July,25,0,NA,77265,NA
Andorra,2020,July,26,8,NA,77265,NA
Andorra,2020,July,27,0,NA,77265,NA
Andorra,2020,July,28,10,NA,77265,NA
Andorra,2020,July,29,0,NA,77265,NA
Andorra,2020,July,30,11,NA,77265,NA
Andorra,2020,July,31,4,NA,77265,NA
United Arab Emirates,2020,June,1,661,0.019,9890400,34
United Arab Emirates,2020,June,2,635,0.018,9890400,34
United Arab Emirates,2020,June,3,596,0.016,9890400,34
United Arab Emirates,2020,June,4,571,0.015,9890400,34
United Arab Emirates,2020,June,5,659,0.015,9890400,34
United Arab Emirates,2020,June,6,624,0.015,9890400,34
United Arab Emirates,2020,June,7,626,0.014,9890400,34
United Arab Emirates,2020,June,8,540,0.014,9890400,34
United Arab Emirates,2020,June,9,568,0.014,9890400,34
United Arab Emirates,2020,June,10,528,0.014,9890400,34
United Arab Emirates,2020,June,11,603,0.014,9890400,34
United Arab Emirates,2020,June,12,479,0.014,9890400,34
United Arab Emirates,2020,June,13,513,0.014,9890400,34
United Arab Emirates,2020,June,14,491,0.013,9890400,34
United Arab Emirates,2020,June,15,304,0.013,9890400,34
United Arab Emirates,2020,June,16,342,0.012,9890400,34
United Arab Emirates,2020,June,17,346,0.011,9890400,34
United Arab Emirates,2020,June,18,382,0.011,9890400,34
United Arab Emirates,2020,June,19,388,0.01,9890400,34
United Arab Emirates,2020,June,20,393,0.009,9890400,34
United Arab Emirates,2020,June,21,388,0.009,9890400,34
United Arab Emirates,2020,June,22,392,0.009,9890400,34
United Arab Emirates,2020,June,23,378,0.009,9890400,34
United Arab Emirates,2020,June,24,380,0.009,9890400,34
United Arab Emirates,2020,June,25,450,0.008,9890400,34
United Arab Emirates,2020,June,26,430,0.008,9890400,34
United Arab Emirates,2020,June,27,410,0.008,9890400,34
United Arab Emirates,2020,June,28,387,0.008,9890400,34
United Arab Emirates,2020,June,29,437,0.008,9890400,34
United Arab Emirates,2020,June,30,449,0.008,9890400,34
United Arab Emirates,2020,July,1,421,0.008,9890400,34
United Arab Emirates,2020,July,2,402,0.007,9890400,34
United Arab Emirates,2020,July,3,400,0.007,9890400,34
United Arab Emirates,2020,July,4,672,0.008,9890400,34
United Arab Emirates,2020,July,5,716,0.01,9890400,34
United Arab Emirates,2020,July,6,683,0.011,9890400,34
United Arab Emirates,2020,July,7,528,0.011,9890400,34
United Arab Emirates,2020,July,8,532,0.012,9890400,34
United Arab Emirates,2020,July,9,445,0.012,9890400,34
United Arab Emirates,2020,July,10,532,0.012,9890400,34
United Arab Emirates,2020,July,11,473,0.012,9890400,34
United Arab Emirates,2020,July,12,403,0.011,9890400,34
United Arab Emirates,2020,July,13,401,0.01,9890400,34
United Arab Emirates,2020,July,14,344,0.01,9890400,34
United Arab Emirates,2020,July,15,375,0.009,9890400,34
United Arab Emirates,2020,July,16,275,0.009,9890400,34
United Arab Emirates,2020,July,17,281,0.008,9890400,34
United Arab Emirates,2020,July,18,293,0.007,9890400,34
United Arab Emirates,2020,July,19,289,0.007,9890400,34
United Arab Emirates,2020,July,20,211,0.006,9890400,34
United Arab Emirates,2020,July,21,271,0.006,9890400,34
United Arab Emirates,2020,July,22,305,0.006,9890400,34
United Arab Emirates,2020,July,23,236,0.006,9890400,34
United Arab Emirates,2020,July,24,254,0.006,9890400,34
United Arab Emirates,2020,July,25,261,0.006,9890400,34
United Arab Emirates,2020,July,26,313,0.006,9890400,34
United Arab Emirates,2020,July,27,351,0.006,9890400,34
United Arab Emirates,2020,July,28,264,0.006,9890400,34
United Arab Emirates,2020,July,29,369,0.006,9890400,34
United Arab Emirates,2020,July,30,375,0.006,9890400,34
United Arab Emirates,2020,July,31,585,0.007,9890400,34
Argentina,2020,June,1,637,0.186,45195777,31.9
Argentina,2020,June,2,564,0.182,45195777,31.9
Argentina,2020,June,3,904,0.19,45195777,31.9
Argentina,2020,June,4,949,0.199,45195777,31.9
Argentina,2020,June,5,0,0.17,45195777,31.9
Argentina,2020,June,6,1769,0.204,45195777,31.9
Argentina,2020,June,7,983,0.211,45195777,31.9
Argentina,2020,June,8,774,0.211,45195777,31.9
Argentina,2020,June,9,826,0.214,45195777,31.9
Argentina,2020,June,10,1141,0.217,45195777,31.9
Argentina,2020,June,11,1239,0.217,45195777,31.9
Argentina,2020,June,12,1373,0.249,45195777,31.9
Argentina,2020,June,13,1391,0.228,45195777,31.9
Argentina,2020,June,14,1531,0.235,45195777,31.9
Argentina,2020,June,15,1282,0.251,45195777,31.9
Argentina,2020,June,16,1208,0.258,45195777,31.9
Argentina,2020,June,17,1374,0.255,45195777,31.9
Argentina,2020,June,18,1393,0.25,45195777,31.9
Argentina,2020,June,19,0,0.209,45195777,31.9
Argentina,2020,June,20,4018,0.266,45195777,31.9
Argentina,2020,June,21,1634,0.263,45195777,31.9
Argentina,2020,June,22,1581,0.256,45195777,31.9
Argentina,2020,June,23,2146,0.261,45195777,31.9
Argentina,2020,June,24,0,0.225,45195777,31.9
Argentina,2020,June,25,4920,0.29,45195777,31.9
Argentina,2020,June,26,2606,0.332,45195777,31.9
Argentina,2020,June,27,0,0.252,45195777,31.9
Argentina,2020,June,28,5287,0.321,45195777,31.9
Argentina,2020,June,29,0,0.287,45195777,31.9
Argentina,2020,June,30,4524,0.334,45195777,31.9
Argentina,2020,July,1,2262,0.377,45195777,31.9
Argentina,2020,July,2,2667,0.338,45195777,31.9
Argentina,2020,July,3,2744,0.341,45195777,31.9
Argentina,2020,July,4,2845,0.387,45195777,31.9
Argentina,2020,July,5,0,0.284,45195777,31.9
Argentina,2020,July,6,2590,0.331,45195777,31.9
Argentina,2020,July,7,2439,0.286,45195777,31.9
Argentina,2020,July,8,2632,0.28,45195777,31.9
Argentina,2020,July,9,2979,0.277,45195777,31.9
Argentina,2020,July,10,3604,0.291,45195777,31.9
Argentina,2020,July,11,3663,0.306,45195777,31.9
Argentina,2020,July,12,3367,0.361,45195777,31.9
Argentina,2020,July,13,3449,0.368,45195777,31.9
Argentina,2020,July,14,2657,0.361,45195777,31.9
Argentina,2020,July,15,3099,0.365,45195777,31.9
Argentina,2020,July,16,3645,0.368,45195777,31.9
Argentina,2020,July,17,4250,0.36,45195777,31.9
Argentina,2020,July,18,3623,0.348,45195777,31.9
Argentina,2020,July,19,4518,0.356,45195777,31.9
Argentina,2020,July,20,3223,0.342,45195777,31.9
Argentina,2020,July,21,4231,0.354,45195777,31.9
Argentina,2020,July,22,4019,0.353,45195777,31.9
Argentina,2020,July,23,5344,0.363,45195777,31.9
Argentina,2020,July,24,5782,0.372,45195777,31.9
Argentina,2020,July,25,6127,0.396,45195777,31.9
Argentina,2020,July,26,5493,0.405,45195777,31.9
Argentina,2020,July,27,9006,0.467,45195777,31.9
Argentina,2020,July,28,0,0.407,45195777,31.9
Argentina,2020,July,29,4890,0.411,45195777,31.9
Argentina,2020,July,30,5939,0.413,45195777,31.9
Argentina,2020,July,31,5641,0.404,45195777,31.9
Armenia,2020,June,1,210,NA,2963234,35.7
Armenia,2020,June,2,517,NA,2963234,35.7
Armenia,2020,June,3,515,NA,2963234,35.7
Armenia,2020,June,4,697,NA,2963234,35.7
Armenia,2020,June,5,596,NA,2963234,35.7
Armenia,2020,June,6,547,NA,2963234,35.7
Armenia,2020,June,7,766,NA,2963234,35.7
Armenia,2020,June,8,195,NA,2963234,35.7
Armenia,2020,June,9,350,NA,2963234,35.7
Armenia,2020,June,10,428,NA,2963234,35.7
Armenia,2020,June,11,566,NA,2963234,35.7
Armenia,2020,June,12,612,NA,2963234,35.7
Armenia,2020,June,13,723,NA,2963234,35.7
Armenia,2020,June,14,663,NA,2963234,35.7
Armenia,2020,June,15,397,NA,2963234,35.7
Armenia,2020,June,16,425,NA,2963234,35.7
Armenia,2020,June,17,544,NA,2963234,35.7
Armenia,2020,June,18,665,NA,2963234,35.7
Armenia,2020,June,19,459,NA,2963234,35.7
Armenia,2020,June,20,551,NA,2963234,35.7
Armenia,2020,June,21,560,NA,2963234,35.7
Armenia,2020,June,22,320,NA,2963234,35.7
Armenia,2020,June,23,418,NA,2963234,35.7
Armenia,2020,June,24,711,NA,2963234,35.7
Armenia,2020,June,25,771,NA,2963234,35.7
Armenia,2020,June,26,759,NA,2963234,35.7
Armenia,2020,June,27,662,NA,2963234,35.7
Armenia,2020,June,28,736,NA,2963234,35.7
Armenia,2020,June,29,482,NA,2963234,35.7
Armenia,2020,June,30,415,NA,2963234,35.7
Armenia,2020,July,1,523,NA,2963234,35.7
Armenia,2020,July,2,593,NA,2963234,35.7
Armenia,2020,July,3,662,NA,2963234,35.7
Armenia,2020,July,4,580,NA,2963234,35.7
Armenia,2020,July,5,706,NA,2963234,35.7
Armenia,2020,July,6,330,NA,2963234,35.7
Armenia,2020,July,7,349,NA,2963234,35.7
Armenia,2020,July,8,535,NA,2963234,35.7
Armenia,2020,July,9,526,NA,2963234,35.7
Armenia,2020,July,10,557,NA,2963234,35.7
Armenia,2020,July,11,489,NA,2963234,35.7
Armenia,2020,July,12,577,NA,2963234,35.7
Armenia,2020,July,13,182,NA,2963234,35.7
Armenia,2020,July,14,339,NA,2963234,35.7
Armenia,2020,July,15,515,NA,2963234,35.7
Armenia,2020,July,16,554,NA,2963234,35.7
Armenia,2020,July,17,442,NA,2963234,35.7
Armenia,2020,July,18,461,NA,2963234,35.7
Armenia,2020,July,19,415,NA,2963234,35.7
Armenia,2020,July,20,104,NA,2963234,35.7
Armenia,2020,July,21,273,NA,2963234,35.7
Armenia,2020,July,22,439,NA,2963234,35.7
Armenia,2020,July,23,469,NA,2963234,35.7
Armenia,2020,July,24,451,NA,2963234,35.7
Armenia,2020,July,25,383,NA,2963234,35.7
Armenia,2020,July,26,321,NA,2963234,35.7
Armenia,2020,July,27,73,NA,2963234,35.7
Armenia,2020,July,28,239,NA,2963234,35.7
Armenia,2020,July,29,308,NA,2963234,35.7
Armenia,2020,July,30,259,NA,2963234,35.7
Armenia,2020,July,31,354,NA,2963234,35.7
Antigua and Barbuda,2020,June,1,0,NA,97928,32.1
Antigua and Barbuda,2020,June,2,0,NA,97928,32.1
Antigua and Barbuda,2020,June,3,0,NA,97928,32.1
Antigua and Barbuda,2020,June,4,1,NA,97928,32.1
Antigua and Barbuda,2020,June,5,0,NA,97928,32.1
Antigua and Barbuda,2020,June,6,0,NA,97928,32.1
Antigua and Barbuda,2020,June,7,0,NA,97928,32.1
Antigua and Barbuda,2020,June,8,0,NA,97928,32.1
Antigua and Barbuda,2020,June,9,0,NA,97928,32.1
Antigua and Barbuda,2020,June,10,0,NA,97928,32.1
