continent,location,date,new_cases,new_deaths,new_tests,population,median_age,gdp_per_capita,life_expectancy
North America,Aruba,2020-04-01,5,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-02,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-03,5,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-04,2,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-05,2,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-06,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-07,7,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-08,3,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-09,3,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-10,5,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-11,4,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-12,6,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-13,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-14,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-15,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-16,1,1,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-17,2,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-18,1,1,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-19,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-20,1,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-21,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-22,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-23,3,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-24,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-25,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-26,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-27,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-28,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-29,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-04-30,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-01,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-02,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-03,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-04,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-05,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-06,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-07,1,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-08,0,1,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-09,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-10,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-11,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-12,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-13,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-14,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-15,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-16,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-17,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-18,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-19,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-20,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-21,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-22,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-23,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-24,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-25,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-26,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-27,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-28,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-29,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-30,0,0,NA,106766,41.2,35973.781,76.29
North America,Aruba,2020-05-31,0,0,NA,106766,41.2,35973.781,76.29
Asia,Afghanistan,2020-04-01,25,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-02,26,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-03,43,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-04,0,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-05,35,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-06,29,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-07,38,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-08,30,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-09,56,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-10,61,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-11,37,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-12,34,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-13,52,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-14,58,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-15,49,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-16,70,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-17,10,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-18,51,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-19,63,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-20,88,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-21,35,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-22,61,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-23,84,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-24,105,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-25,70,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-26,112,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-27,68,10,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-28,172,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-29,124,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-04-30,122,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-01,222,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-02,164,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-03,134,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-04,235,13,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-05,190,5,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-06,330,5,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-07,168,9,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-08,171,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-09,215,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-10,255,6,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-11,369,5,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-12,285,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-13,280,5,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-14,259,3,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-15,113,6,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-16,1063,32,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-17,0,0,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-18,262,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-19,408,4,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-20,581,5,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-21,492,9,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-22,531,6,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-23,540,12,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-24,782,11,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-25,584,2,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-26,591,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-27,658,1,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-28,625,7,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-29,580,8,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-30,623,11,NA,38928341,18.6,1803.987,64.83
Asia,Afghanistan,2020-05-31,866,3,NA,38928341,18.6,1803.987,64.83
Africa,Angola,2020-04-01,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-02,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-03,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-04,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-05,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-06,4,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-07,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-08,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-09,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-10,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-11,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-12,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-13,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-14,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-15,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-16,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-17,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-18,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-19,5,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-20,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-21,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-22,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-23,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-24,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-25,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-26,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-27,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-28,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-29,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-04-30,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-01,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-02,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-03,6,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-04,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-05,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-06,1,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-07,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-08,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-09,7,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-10,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-11,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-12,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-13,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-14,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-15,3,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-16,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-17,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-18,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-19,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-20,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-21,2,1,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-22,6,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-23,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-24,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-25,9,1,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-26,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-27,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-28,0,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-29,2,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-30,4,0,NA,32866268,16.8,5819.495,61.15
Africa,Angola,2020-05-31,7,0,NA,32866268,16.8,5819.495,61.15
North America,Anguilla,2020-04-01,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-02,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-03,1,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-04,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-05,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-06,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-07,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-08,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-09,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-10,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-11,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-12,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-13,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-14,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-15,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-16,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-17,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-18,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-19,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-20,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-21,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-22,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-23,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-24,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-25,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-26,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-27,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-28,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-29,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-04-30,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-01,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-02,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-03,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-04,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-05,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-06,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-07,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-08,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-09,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-10,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-11,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-12,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-13,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-14,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-15,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-16,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-17,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-18,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-19,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-20,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-21,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-22,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-23,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-24,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-25,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-26,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-27,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-28,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-29,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-30,0,0,NA,15002,NA,NA,81.88
North America,Anguilla,2020-05-31,0,0,NA,15002,NA,NA,81.88
Europe,Albania,2020-04-01,20,3,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-02,16,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-03,18,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-04,27,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-05,29,2,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-06,28,2,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-07,16,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-08,6,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-09,17,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-10,9,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-11,7,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-12,17,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-13,13,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-14,21,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-15,8,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-16,19,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-17,24,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-18,21,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-19,9,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-20,14,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-21,22,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-22,25,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-23,25,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-24,29,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-25,15,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-26,34,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-27,14,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-28,10,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-29,14,2,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-04-30,16,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-01,7,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-02,9,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-03,7,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-04,6,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-05,8,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-06,17,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-07,12,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-08,10,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-09,8,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-10,6,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-11,12,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-12,4,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-13,4,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-14,4,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-15,18,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-16,18,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-17,17,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-18,13,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-19,2,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-20,1,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-21,15,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-22,5,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-23,12,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-24,8,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-25,9,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-26,6,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-27,25,1,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-28,21,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-29,26,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-30,23,0,NA,2877800,38,11803.431,78.57
Europe,Albania,2020-05-31,23,0,NA,2877800,38,11803.431,78.57
Europe,Andorra,2020-04-01,6,4,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-02,14,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-03,38,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-04,11,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-05,27,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-06,35,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-07,25,3,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-08,19,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-09,19,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-10,19,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-11,18,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-12,21,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-13,16,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-14,8,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-15,13,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-16,14,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-17,9,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-18,14,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-19,8,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-20,9,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-21,4,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-22,0,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-23,6,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-24,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-25,7,3,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-26,2,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-27,7,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-28,3,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-29,0,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-04-30,0,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-01,2,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-02,1,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-03,1,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-04,1,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-05,2,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-06,1,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-07,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-08,1,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-09,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-10,2,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-11,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-12,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-13,2,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-14,2,1,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-15,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-16,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-17,0,2,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-18,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-19,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-20,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-21,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-22,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-23,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-24,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-25,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-26,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-27,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-28,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-29,0,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-30,1,0,NA,77265,NA,NA,83.73
Europe,Andorra,2020-05-31,0,0,NA,77265,NA,NA,83.73
Asia,United Arab Emirates,2020-04-01,53,1,20480,9890400,34,67293.483,77.97
