year,month,day,location,daily_vaccinations_per_million,total_vaccinations_per_hundred
2021,6,2,New Jersey,4168,103.02
2021,6,3,New Jersey,4037,103.53
2021,6,4,New Jersey,4004,104
2021,6,5,New Jersey,3095,104.01
2021,6,6,New Jersey,3261,104.55
2021,6,7,New Jersey,3761,105.11
2021,6,8,New Jersey,4332,105.71
2021,6,9,New Jersey,3861,105.72
2021,6,10,New Jersey,3903,106.26
2021,6,11,New Jersey,4176,106.93
2021,6,12,New Jersey,5164,107.62
2021,6,13,New Jersey,5392,108.32
2021,6,14,New Jersey,4310,108.12
2021,6,15,New Jersey,4644,108.96
2021,6,16,New Jersey,5449,109.53
2021,6,17,New Jersey,5330,109.99
2021,6,18,New Jersey,4859,110.33
2021,6,19,New Jersey,4469,110.75
2021,6,20,New Jersey,4082,111.18
2021,6,21,New Jersey,4668,111.39
2021,6,22,New Jersey,4361,112.02
2021,6,23,New Jersey,3863,112.24
2021,6,24,New Jersey,3698,112.58
2021,6,25,New Jersey,-2119,108.85
2021,6,26,New Jersey,-1816,109.48
2021,6,27,New Jersey,-1423,110.18
2021,6,28,New Jersey,-1451,110.38
2021,6,29,New Jersey,-2097,110.55
2021,6,30,New Jersey,-2054,110.8
2021,7,1,New Jersey,-2167,111.06
2021,7,2,New Jersey,3511,111.3
2021,7,3,New Jersey,2946,111.54
2021,7,4,New Jersey,2220,111.74
2021,7,5,New Jersey,2070,NA
2021,7,6,New Jersey,1946,111.91
2021,7,7,New Jersey,1881,112.12
2021,7,8,New Jersey,1802,112.32
2021,7,9,New Jersey,1764,112.54
2021,7,10,New Jersey,1699,112.73
2021,7,11,New Jersey,1684,112.92
2021,7,12,New Jersey,1753,113.05
2021,7,13,New Jersey,1825,113.19
2021,7,14,New Jersey,1806,113.38
2021,7,15,New Jersey,1778,113.57
2021,7,16,New Jersey,1738,113.76
2021,7,17,New Jersey,1715,113.93
2021,7,18,New Jersey,1735,114.13
2021,7,19,New Jersey,1732,114.26
2021,7,20,New Jersey,1700,114.38
2021,7,21,New Jersey,1741,114.6
2021,7,22,New Jersey,1772,114.81
2021,7,23,New Jersey,1809,115.02
2021,7,24,New Jersey,1925,115.28
2021,7,25,New Jersey,1902,115.46
2021,7,26,New Jersey,1900,115.59
2021,7,27,New Jersey,1943,115.74
2021,7,28,New Jersey,2223,116.16
2021,7,29,New Jersey,2236,116.38
2021,7,30,New Jersey,2239,116.59
2021,7,31,New Jersey,2268,116.87
2021,8,1,New Jersey,2260,117.05
2021,8,2,New Jersey,2263,117.18
2021,8,3,New Jersey,2275,117.33
2021,8,4,New Jersey,2038,117.58
2021,8,5,New Jersey,2024,117.79
2021,8,6,New Jersey,2053,118.03
2021,8,7,New Jersey,1977,118.25
2021,8,8,New Jersey,2028,118.46
2021,8,9,New Jersey,2046,118.61
2021,8,10,New Jersey,2058,118.77
2021,8,11,New Jersey,1968,118.96
2021,8,12,New Jersey,1928,119.14
2021,8,13,New Jersey,2065,119.47
2021,8,14,New Jersey,2047,119.69
2021,8,15,New Jersey,2058,119.91
2021,8,16,New Jersey,2127,120.1
2021,8,17,New Jersey,2246,120.34
2021,8,18,New Jersey,2214,120.51
2021,8,19,New Jersey,2506,120.9
2021,8,20,New Jersey,2387,121.14
2021,8,21,New Jersey,2506,121.44
2021,8,22,New Jersey,2524,121.67
2021,8,23,New Jersey,2525,121.87
2021,8,24,New Jersey,2360,122
2021,8,25,New Jersey,2693,122.39
2021,8,26,New Jersey,2544,122.68
2021,8,27,New Jersey,2618,122.98
2021,8,28,New Jersey,2592,123.25
2021,8,29,New Jersey,2607,123.5
2021,8,30,New Jersey,2587,123.68
2021,8,31,New Jersey,2721,123.9
2021,9,1,New Jersey,2553,124.18
2021,9,2,New Jersey,2478,124.41
2021,9,3,New Jersey,2586,124.79
2021,9,4,New Jersey,2504,125.01
2021,9,5,New Jersey,2392,NA
2021,9,6,New Jersey,2369,NA
2021,9,7,New Jersey,2285,125.5
2021,9,8,New Jersey,2095,125.65
2021,9,9,New Jersey,2090,125.87
2021,9,10,New Jersey,1942,126.14
2021,9,11,New Jersey,1965,126.38
2021,9,12,New Jersey,2072,126.62
2021,9,13,New Jersey,1840,126.62
2021,9,14,New Jersey,2091,126.96
2021,9,15,New Jersey,2240,127.22
2021,9,16,New Jersey,2260,127.46
2021,9,17,New Jersey,2099,127.61
2021,9,18,New Jersey,2141,127.88
2021,9,19,New Jersey,2078,128.08
2021,9,20,New Jersey,2293,128.23
2021,9,21,New Jersey,1975,128.35
2021,9,22,New Jersey,1343,128.16
2021,1,12,New Mexico,NA,3.73
2021,1,13,New Mexico,1726,3.9
2021,1,14,New Mexico,2666,4.26
2021,1,15,New Mexico,3349,4.74
2021,1,16,New Mexico,3670,NA
2021,1,17,New Mexico,3862,NA
2021,1,18,New Mexico,3990,NA
2021,1,19,New Mexico,4082,6.59
2021,1,20,New Mexico,4186,6.83
2021,1,21,New Mexico,4296,7.27
2021,1,22,New Mexico,4275,7.73
2021,1,23,New Mexico,5156,8.81
2021,1,24,New Mexico,5546,9.54
2021,1,25,New Mexico,5194,9.76
2021,1,26,New Mexico,4905,10.02
2021,1,27,New Mexico,5026,10.35
2021,1,28,New Mexico,4921,10.72
2021,1,29,New Mexico,5226,11.39
2021,1,30,New Mexico,4335,11.84
2021,1,31,New Mexico,4361,12.6
2021,2,1,New Mexico,4807,13.13
2021,2,2,New Mexico,4597,13.24
2021,2,3,New Mexico,4616,13.58
2021,2,4,New Mexico,4761,14.05
2021,2,5,New Mexico,4646,14.64
2021,2,6,New Mexico,5061,15.39
2021,2,7,New Mexico,4609,15.82
2021,2,8,New Mexico,4603,16.35
2021,2,9,New Mexico,4663,16.5
2021,2,10,New Mexico,4755,16.91
2021,2,11,New Mexico,5130,17.64
2021,2,12,New Mexico,5577,18.54
2021,2,13,New Mexico,5267,19.07
2021,2,14,New Mexico,6001,20.02
2021,2,15,New Mexico,6052,NA
2021,2,16,New Mexico,6629,21.14
2021,2,17,New Mexico,6319,21.34
2021,2,18,New Mexico,5871,21.75
2021,2,19,New Mexico,11839,26.83
2021,2,20,New Mexico,12196,27.61
2021,2,21,New Mexico,11996,28.42
2021,2,22,New Mexico,11794,28.84
2021,2,23,New Mexico,11523,29.21
2021,2,24,New Mexico,11670,29.5
2021,2,25,New Mexico,12182,30.28
2021,2,26,New Mexico,6441,31.34
2021,2,27,New Mexico,6756,32.34
2021,2,28,New Mexico,7466,33.65
2021,3,1,New Mexico,7282,33.94
2021,3,2,New Mexico,7425,34.41
2021,3,3,New Mexico,7989,35.1
2021,3,4,New Mexico,7430,35.48
2021,3,5,New Mexico,7416,36.53
2021,3,6,New Mexico,8382,38.21
2021,3,7,New Mexico,7392,38.82
2021,3,8,New Mexico,8330,39.77
2021,3,9,New Mexico,8007,40.01
2021,3,10,New Mexico,7134,40.09
2021,3,11,New Mexico,8434,41.38
2021,3,12,New Mexico,8831,42.71
2021,3,13,New Mexico,7640,43.55
2021,3,14,New Mexico,8730,44.93
2021,3,15,New Mexico,8086,45.43
2021,3,16,New Mexico,8958,46.28
2021,3,17,New Mexico,9748,46.91
2021,3,18,New Mexico,9290,47.88
2021,3,19,New Mexico,9240,49.18
2021,3,20,New Mexico,10009,50.56
2021,3,21,New Mexico,9742,51.75
2021,3,22,New Mexico,9922,52.37
2021,3,23,New Mexico,8933,52.54
2021,3,24,New Mexico,8714,53.01
2021,3,25,New Mexico,8934,54.14
2021,3,26,New Mexico,8916,55.42
2021,3,27,New Mexico,8928,56.81
2021,3,28,New Mexico,9516,58.41
2021,3,29,New Mexico,9615,59.1
2021,3,30,New Mexico,9585,59.25
2021,3,31,New Mexico,9974,60
2021,4,1,New Mexico,9938,61.09
2021,4,2,New Mexico,10243,62.59
2021,4,3,New Mexico,10280,64.01
2021,4,4,New Mexico,9580,65.12
2021,4,5,New Mexico,9178,65.53
2021,4,6,New Mexico,9181,65.67
2021,4,7,New Mexico,8597,66.01
2021,4,8,New Mexico,9279,67.59
2021,4,9,New Mexico,9262,69.07
2021,4,10,New Mexico,9252,70.48
2021,4,11,New Mexico,9365,71.67
2021,4,12,New Mexico,9552,72.21
2021,4,13,New Mexico,9547,72.36
2021,4,14,New Mexico,9960,72.99
2021,4,15,New Mexico,9127,73.98
2021,4,16,New Mexico,8837,75.26
2021,4,17,New Mexico,8749,76.61
2021,4,18,New Mexico,8472,77.6
2021,4,19,New Mexico,8581,78.22
2021,4,20,New Mexico,8628,78.4
2021,4,21,New Mexico,8561,78.98
2021,4,22,New Mexico,8421,79.87
2021,4,23,New Mexico,8303,81.07
2021,4,24,New Mexico,7889,82.13
2021,4,25,New Mexico,7677,82.98
2021,4,26,New Mexico,7240,83.29
2021,4,27,New Mexico,7194,83.43
2021,4,28,New Mexico,7071,83.93
2021,4,29,New Mexico,6779,84.62
2021,4,30,New Mexico,6420,85.57
2021,5,1,New Mexico,6474,86.66
2021,5,2,New Mexico,6493,87.52
2021,5,3,New Mexico,7083,88.25
2021,5,4,New Mexico,6992,88.32
2021,5,5,New Mexico,6876,88.74
2021,5,6,New Mexico,7006,89.52
2021,5,7,New Mexico,6854,90.36
2021,5,8,New Mexico,6682,91.34
2021,5,9,New Mexico,6274,91.92
2021,5,10,New Mexico,6004,92.45
2021,5,11,New Mexico,6078,92.58
2021,5,12,New Mexico,5961,92.91
2021,5,13,New Mexico,6332,93.95
2021,5,14,New Mexico,5943,94.52
2021,5,15,New Mexico,5607,95.26
2021,5,16,New Mexico,5497,95.76
2021,5,17,New Mexico,5510,96.31
2021,5,18,New Mexico,5561,96.47
2021,5,19,New Mexico,5699,96.9
2021,5,20,New Mexico,5100,97.52
2021,5,21,New Mexico,5170,98.14
2021,5,22,New Mexico,4626,98.5
2021,5,23,New Mexico,5356,99.51
2021,5,24,New Mexico,5045,99.84
2021,5,25,New Mexico,4932,99.92
2021,5,26,New Mexico,5078,100.46
2021,5,27,New Mexico,4778,100.87
2021,5,28,New Mexico,5048,101.68
2021,5,29,New Mexico,5162,102.12
2021,5,30,New Mexico,4269,102.5
2021,5,31,New Mexico,3936,NA
2021,6,1,New Mexico,3945,102.69
2021,6,2,New Mexico,3289,102.76
2021,6,3,New Mexico,3078,103.02
2021,6,4,New Mexico,2407,103.36
2021,6,5,New Mexico,1844,103.41
2021,6,6,New Mexico,-16746,90.78
2021,6,7,New Mexico,2200,104.13
2021,6,8,New Mexico,2474,104.42
2021,6,9,New Mexico,2414,104.45
2021,6,10,New Mexico,2494,104.77
2021,6,11,New Mexico,2468,105.09
2021,6,12,New Mexico,2756,105.34
2021,6,13,New Mexico,21780,106.03
2021,6,14,New Mexico,3017,106.25
2021,6,15,New Mexico,3289,106.72
2021,6,16,New Mexico,4276,107.44
2021,6,17,New Mexico,4462,107.89
2021,6,18,New Mexico,4710,108.39
2021,6,19,New Mexico,4724,108.64
2021,6,20,New Mexico,4701,109.32
2021,6,21,New Mexico,4649,109.5
2021,6,22,New Mexico,4066,109.57
2021,6,23,New Mexico,3217,109.69
2021,6,24,New Mexico,3305,110.21
2021,6,25,New Mexico,3597,110.9
2021,6,26,New Mexico,3636,111.19
2021,6,27,New Mexico,3079,111.47
2021,6,28,New Mexico,2976,111.58
2021,6,29,New Mexico,2945,111.63
2021,6,30,New Mexico,5463,113.52
2021,7,1,New Mexico,5012,113.72
2021,7,2,New Mexico,4489,114.05
2021,7,3,New Mexico,4433,114.29
2021,7,4,New Mexico,4365,114.53
2021,7,5,New Mexico,4296,NA
2021,7,6,New Mexico,4322,114.65
2021,7,7,New Mexico,1716,114.72
2021,7,8,New Mexico,1690,114.9
2021,7,9,New Mexico,1515,115.11
2021,7,10,New Mexico,1444,115.3
2021,7,11,New Mexico,1375,115.49
2021,7,12,New Mexico,1434,115.59
2021,7,13,New Mexico,1346,115.6
2021,7,14,New Mexico,1510,115.78
2021,7,15,New Mexico,1490,115.94
2021,7,16,New Mexico,1474,116.14
2021,7,17,New Mexico,1435,116.31
2021,7,18,New Mexico,1309,116.41
2021,7,19,New Mexico,1400,116.57
2021,7,20,New Mexico,1340,116.53
2021,7,21,New Mexico,1326,116.71
2021,7,22,New Mexico,1419,116.93
2021,7,23,New Mexico,1402,117.12
2021,7,24,New Mexico,1398,117.28
2021,7,25,New Mexico,1492,117.45
2021,7,26,New Mexico,1385,117.54
2021,7,27,New Mexico,1517,117.6
2021,7,28,New Mexico,1457,117.73
2021,7,29,New Mexico,1404,117.92
2021,7,30,New Mexico,1479,118.15
2021,7,31,New Mexico,1926,118.63
2021,8,1,New Mexico,2197,118.99
2021,8,2,New Mexico,2247,119.12
2021,8,3,New Mexico,2213,119.15
2021,8,4,New Mexico,2342,119.37
2021,8,5,New Mexico,2351,119.56
2021,8,6,New Mexico,2359,119.81
2021,8,7,New Mexico,2028,120.05
2021,8,8,New Mexico,1934,120.34
2021,8,9,New Mexico,1967,120.49
2021,8,10,New Mexico,2016,120.56
2021,8,11,New Mexico,1951,120.73
2021,8,12,New Mexico,2025,120.98
2021,8,13,New Mexico,2029,121.23
2021,8,14,New Mexico,1700,121.24
2021,8,15,New Mexico,1319,121.27
2021,8,16,New Mexico,1797,121.75
2021,8,17,New Mexico,1858,121.86
2021,8,18,New Mexico,1922,122.08
2021,8,19,New Mexico,1956,122.35
2021,8,20,New Mexico,2165,122.74
2021,8,21,New Mexico,2575,123.05
2021,8,22,New Mexico,2979,123.35
2021,8,23,New Mexico,2625,123.59
2021,8,24,New Mexico,2688,123.74
2021,8,25,New Mexico,3014,124.19
2021,8,26,New Mexico,3122,124.54
2021,8,27,New Mexico,3081,124.9
2021,8,28,New Mexico,3153,125.25
2021,8,29,New Mexico,3316,125.67
2021,8,30,New Mexico,3290,125.89
2021,8,31,New Mexico,3269,126.03
2021,9,1,New Mexico,3004,126.29
2021,9,2,New Mexico,2940,126.59
2021,9,3,New Mexico,2892,126.92
2021,9,4,New Mexico,3227,127.51
2021,9,5,New Mexico,2760,NA
2021,9,6,New Mexico,2576,NA
2021,9,7,New Mexico,2517,127.79
2021,9,8,New Mexico,2230,127.85
2021,9,9,New Mexico,2069,128.04
2021,9,10,New Mexico,2022,128.34
2021,9,11,New Mexico,1569,128.61
2021,9,12,New Mexico,1506,128.66
2021,9,13,New Mexico,1999,129.1
2021,9,14,New Mexico,2092,129.25
2021,9,15,New Mexico,2285,129.45
2021,9,16,New Mexico,2340,129.68
2021,9,17,New Mexico,2335,129.97
2021,9,18,New Mexico,2292,130.21
2021,9,19,New Mexico,2632,130.5
2021,9,20,New Mexico,2235,130.66
2021,9,21,New Mexico,2168,130.77
2021,9,22,New Mexico,2134,130.94
2021,1,12,New York State,NA,2.98
2021,1,13,New York State,2721,3.25
2021,1,14,New York State,2803,3.54
2021,1,15,New York State,3049,3.89
2021,1,16,New York State,3067,NA
2021,1,17,New York State,3078,NA
2021,1,18,New York State,3085,NA
2021,1,19,New York State,3090,5.14
2021,1,20,New York State,3040,5.38
2021,1,21,New York State,3142,5.74
2021,1,22,New York State,3279,6.19
2021,1,23,New York State,3410,6.59
2021,1,24,New York State,3573,7.02
2021,1,25,New York State,3515,7.29
2021,1,26,New York State,3331,7.47
2021,1,27,New York State,3468,7.81
2021,1,28,New York State,3775,8.38
2021,1,29,New York State,3666,8.76
2021,1,30,New York State,3741,9.21
2021,1,31,New York State,3746,9.64
2021,2,1,New York State,3740,9.91
2021,2,2,New York State,3763,10.11
2021,2,3,New York State,3558,10.3
2021,2,4,New York State,3156,10.59
2021,2,5,New York State,3151,10.96
2021,2,6,New York State,3183,11.44
2021,2,7,New York State,3388,12.01
2021,2,8,New York State,3601,12.43
2021,2,9,New York State,3490,12.55
2021,2,10,New York State,3912,13.04
2021,2,11,New York State,4116,13.47
2021,2,12,New York State,4261,13.94
2021,2,13,New York State,4377,14.5
2021,2,14,New York State,4320,15.04
2021,2,15,New York State,4404,NA
2021,2,16,New York State,4911,15.99
2021,2,17,New York State,4718,16.34
2021,2,18,New York State,4649,16.73
2021,2,19,New York State,5397,17.72
2021,2,20,New York State,5248,18.18
2021,2,21,New York State,5117,18.62
2021,2,22,New York State,5095,19.08
2021,2,23,New York State,4863,19.39
2021,2,24,New York State,4720,19.64
2021,2,25,New York State,4593,19.94
2021,2,26,New York State,3728,20.33
2021,2,27,New York State,3851,20.87
2021,2,28,New York State,4430,21.72
2021,3,1,New York State,4728,22.39
2021,3,2,New York State,5310,23.11
2021,3,3,New York State,5776,23.68
2021,3,4,New York State,6253,24.32
2021,3,5,New York State,6678,25.01
2021,3,6,New York State,7210,25.92
2021,3,7,New York State,7434,26.92
2021,3,8,New York State,7790,27.84
2021,3,9,New York State,7560,28.4
2021,3,10,New York State,7961,29.26
2021,3,11,New York State,8152,30.02
2021,3,12,New York State,8336,30.84
2021,3,13,New York State,9200,32.36
2021,3,14,New York State,7765,32.36
2021,3,15,New York State,7543,33.12
2021,3,16,New York State,7685,33.78
2021,3,17,New York State,7408,34.44
2021,3,18,New York State,7436,35.23
2021,3,19,New York State,7380,36.01
2021,3,20,New York State,6541,36.94
2021,3,21,New York State,7906,37.89
2021,3,22,New York State,7927,38.67
2021,3,23,New York State,8250,39.56
2021,3,24,New York State,8346,40.29
2021,3,25,New York State,8319,41.05
2021,3,26,New York State,8735,42.12
2021,3,27,New York State,9179,43.36
2021,3,28,New York State,9421,44.49
2021,3,29,New York State,9839,45.56
2021,3,30,New York State,9754,46.39
2021,3,31,New York State,10465,47.61
2021,4,1,New York State,10333,48.29
2021,4,2,New York State,12631,50.96
2021,4,3,New York State,13552,52.85
2021,4,4,New York State,13696,54.08
2021,4,5,New York State,13051,54.69
2021,4,6,New York State,12762,55.32
2021,4,7,New York State,12962,56.68
2021,4,8,New York State,13583,57.8
2021,4,9,New York State,11787,59.22
2021,4,10,New York State,11237,60.72
2021,4,11,New York State,11334,62.01
2021,4,12,New York State,11770,62.93
2021,4,13,New York State,12309,63.93
2021,4,14,New York State,11796,64.94
2021,4,15,New York State,11755,66.02
2021,4,16,New York State,11349,67.16
2021,4,17,New York State,10764,68.25
2021,4,18,New York State,10787,69.56
2021,4,19,New York State,10530,70.3
2021,4,20,New York State,10224,71.09
2021,4,21,New York State,10065,71.99
2021,4,22,New York State,9751,72.85
2021,4,23,New York State,9619,73.89
2021,4,24,New York State,9502,74.9
2021,4,25,New York State,8821,75.73
2021,4,26,New York State,8664,76.37
2021,4,27,New York State,8464,77.02
2021,4,28,New York State,8504,77.94
2021,4,29,New York State,9098,79.22
2021,4,30,New York State,9266,80.38
2021,5,1,New York State,9455,81.52
2021,5,2,New York State,9161,82.15
2021,5,3,New York State,8874,82.58
2021,5,4,New York State,8784,83.16
2021,5,5,New York State,8750,84.06
2021,5,6,New York State,8385,85.09
2021,5,7,New York State,7819,85.85
2021,5,8,New York State,7402,86.7
2021,5,9,New York State,7737,87.56
2021,5,10,New York State,8106,88.25
2021,5,11,New York State,8039,88.79
2021,5,12,New York State,7648,89.42
2021,5,13,New York State,7016,90
2021,5,14,New York State,6834,90.64
2021,5,15,New York State,6781,91.45
2021,5,16,New York State,6565,92.16
2021,5,17,New York State,6194,92.59
2021,5,18,New York State,6026,93.01
2021,5,19,New York State,6262,93.8
2021,5,20,New York State,6521,94.56
2021,5,21,New York State,7031,95.56
2021,5,22,New York State,6778,96.19
2021,5,23,New York State,6783,96.91
2021,5,24,New York State,6821,97.37
2021,5,25,New York State,6820,97.78
2021,5,26,New York State,6533,98.37
2021,5,27,New York State,6185,98.89
2021,5,28,New York State,5564,99.45
2021,5,29,New York State,5626,100.13
2021,5,30,New York State,5536,100.78
2021,5,31,New York State,5254,NA
2021,6,1,New York State,5029,101.3
2021,6,2,New York State,4581,101.58
2021,6,3,New York State,4131,101.78
2021,6,4,New York State,3889,102.18
2021,6,5,New York State,3594,102.65
2021,6,6,New York State,3006,102.89
2021,6,7,New York State,3613,103.57
2021,6,8,New York State,3840,103.99
2021,6,9,New York State,4039,104.41
2021,6,10,New York State,3760,104.42
2021,6,11,New York State,4089,105.04
2021,6,12,New York State,4078,105.5
2021,6,13,New York State,4462,106.01
2021,6,14,New York State,4150,106.48
2021,6,15,New York State,4070,106.84
2021,6,16,New York State,4414,107.5
2021,6,17,New York State,5119,108
2021,6,18,New York State,4652,108.29
2021,6,19,New York State,4612,108.73
2021,6,20,New York State,4329,109.04
2021,6,21,New York State,4076,109.33
2021,6,22,New York State,3793,109.5
2021,6,23,New York State,3194,109.73
2021,6,24,New York State,2954,110.07
2021,6,25,New York State,2912,110.33
2021,6,26,New York State,2833,110.71
2021,6,27,New York State,3469,111.47
2021,6,28,New York State,3148,111.53
2021,6,29,New York State,3285,111.8
2021,6,30,New York State,3256,112.01
2021,7,1,New York State,3224,112.32
2021,7,2,New York State,3019,112.45
2021,7,3,New York State,3042,112.84
2021,7,4,New York State,2257,113.05
2021,7,5,New York State,2297,NA
2021,7,6,New York State,2057,113.24
2021,7,7,New York State,2021,113.43
2021,7,8,New York State,1892,113.65
2021,7,9,New York State,1987,113.84
2021,7,10,New York State,1739,114.06
2021,7,11,New York State,1780,114.29
2021,7,12,New York State,1817,114.41
2021,7,13,New York State,1856,114.54
2021,7,14,New York State,1836,114.71
2021,7,15,New York State,1840,114.94
2021,7,16,New York State,1850,115.13
2021,7,17,New York State,1788,115.31
2021,7,18,New York State,1698,115.48
2021,7,19,New York State,1753,115.64
2021,7,20,New York State,1758,115.77
2021,7,21,New York State,1776,115.96
2021,7,22,New York State,1774,116.18
2021,7,23,New York State,1774,116.37
2021,7,24,New York State,1865,116.62
2021,7,25,New York State,1794,116.74
2021,7,26,New York State,1734,116.85
2021,7,27,New York State,1875,117.08
2021,7,28,New York State,1931,117.31
2021,7,29,New York State,1910,117.52
2021,7,30,New York State,1937,117.73
2021,7,31,New York State,1940,117.97
2021,8,1,New York State,2116,118.22
2021,8,2,New York State,2139,118.35
2021,8,3,New York State,2010,118.49
2021,8,4,New York State,1987,118.7
2021,8,5,New York State,2067,118.96
2021,8,6,New York State,2188,119.26
2021,8,7,New York State,2158,119.48
2021,8,8,New York State,2210,119.77
2021,8,9,New York State,2199,119.89
2021,8,10,New York State,2312,120.1
2021,8,11,New York State,2349,120.34
2021,8,12,New York State,2236,120.53
2021,8,13,New York State,2289,120.86
2021,8,14,New York State,2329,121.12
2021,8,15,New York State,2182,121.29
2021,8,16,New York State,2332,121.52
2021,8,17,New York State,2260,121.69
2021,8,18,New York State,2269,121.93
2021,8,19,New York State,2412,122.22
2021,8,20,New York State,2351,122.51
2021,8,21,New York State,2385,122.78
2021,8,22,New York State,2507,123.05
2021,8,23,New York State,2412,123.21
2021,8,24,New York State,2422,123.38
2021,8,25,New York State,2474,123.66
2021,8,26,New York State,2477,123.95
2021,8,27,New York State,2494,124.26
2021,8,28,New York State,2537,124.56
2021,8,29,New York State,2549,124.83
2021,8,30,New York State,2639,125.06
2021,8,31,New York State,2703,125.27
2021,9,1,New York State,2731,125.58
2021,9,2,New York State,2784,125.9
2021,9,3,New York State,2851,126.25
2021,9,4,New York State,2856,126.56
2021,9,5,New York State,2767,NA
2021,9,6,New York State,2743,NA
2021,9,7,New York State,2737,127.19
2021,9,8,New York State,2568,127.37
2021,9,9,New York State,2478,127.63
2021,9,10,New York State,2477,127.98
2021,9,11,New York State,2453,128.28
2021,9,12,New York State,2612,128.6
2021,9,13,New York State,2606,128.8
2021,9,14,New York State,2553,128.98
2021,9,15,New York State,2652,129.23
2021,9,16,New York State,2692,129.52
2021,9,17,New York State,2654,129.84
2021,9,18,New York State,2696,130.16
2021,9,19,New York State,2637,130.44
2021,9,20,New York State,2622,130.64
2021,9,21,New York State,2589,130.79
2021,9,22,New York State,2596,131.05
2021,1,12,North Carolina,NA,2.02
2021,1,13,North Carolina,5275,2.55
2021,1,14,North Carolina,2698,2.56
2021,1,15,North Carolina,2899,2.89
2021,1,16,North Carolina,2758,NA
2021,1,17,North Carolina,2673,NA
2021,1,18,North Carolina,2617,NA
2021,1,19,North Carolina,2577,3.82
2021,1,20,North Carolina,2187,4.08
2021,1,21,North Carolina,2793,4.51
2021,1,22,North Carolina,3025,5
2021,1,23,North Carolina,3401,5.5
2021,1,24,North Carolina,3877,6.07
2021,1,25,North Carolina,4083,6.45
2021,1,26,North Carolina,4072,6.67
2021,1,27,North Carolina,3940,6.83
2021,1,28,North Carolina,5128,8.1
2021,1,29,North Carolina,4445,8.12
2021,1,30,North Carolina,4382,8.57
2021,1,31,North Carolina,4294,9.07
2021,2,1,North Carolina,4082,9.3
2021,2,2,North Carolina,3765,9.31
2021,2,3,North Carolina,4222,9.79
2021,2,4,North Carolina,2910,10.14
2021,2,5,North Carolina,3526,10.58
2021,2,6,North Carolina,3712,11.17
2021,2,7,North Carolina,3962,11.85
2021,2,8,North Carolina,4067,12.15
2021,2,9,North Carolina,4241,12.28
2021,2,10,North Carolina,4214,12.74
2021,2,11,North Carolina,4348,13.18
2021,2,12,North Carolina,4595,13.8
2021,2,13,North Carolina,4797,14.53
2021,2,14,North Carolina,5106,15.42
2021,2,15,North Carolina,5132,NA
2021,2,16,North Carolina,5412,16.06
2021,2,17,North Carolina,5431,16.54
2021,2,18,North Carolina,5443,16.99
2021,2,19,North Carolina,6971,18.68
2021,2,20,North Carolina,6611,19.15
2021,2,21,North Carolina,6144,19.72
2021,2,22,North Carolina,6184,20.07
2021,2,23,North Carolina,5903,20.2
2021,2,24,North Carolina,5852,20.64
2021,2,25,North Carolina,5832,21.08
2021,2,26,North Carolina,4433,21.78
2021,2,27,North Carolina,4866,22.56
2021,2,28,North Carolina,5438,23.53
2021,3,1,North Carolina,5727,24.08
2021,3,2,North Carolina,5815,24.27
2021,3,3,North Carolina,6026,24.86
2021,3,4,North Carolina,6144,25.38
2021,3,5,North Carolina,5390,25.56
2021,3,6,North Carolina,5377,26.32
2021,3,7,North Carolina,4943,26.99
2021,3,8,North Carolina,4854,27.48
2021,3,9,North Carolina,4959,27.74
2021,3,10,North Carolina,5069,28.4
2021,3,11,North Carolina,5266,29.06
2021,3,12,North Carolina,6613,30.19
2021,3,13,North Carolina,8593,32.34
2021,3,14,North Carolina,7952,32.56
2021,3,15,North Carolina,8153,33.19
2021,3,16,North Carolina,8923,33.98
2021,3,17,North Carolina,8873,34.62
2021,3,18,North Carolina,9218,35.52
2021,3,19,North Carolina,8816,36.36
2021,3,20,North Carolina,6969,37.22
2021,3,21,North Carolina,8014,38.17
2021,3,22,North Carolina,7949,38.75
2021,3,23,North Carolina,7191,39.02
2021,3,24,North Carolina,7311,39.73
2021,3,25,North Carolina,7017,40.43
2021,3,26,North Carolina,7229,41.42
2021,3,27,North Carolina,7535,42.49
2021,3,28,North Carolina,7450,43.38
2021,3,29,North Carolina,7251,43.83
2021,3,30,North Carolina,7045,43.95
2021,3,31,North Carolina,7141,44.73
2021,4,1,North Carolina,7373,45.59
2021,4,2,North Carolina,7064,46.36
2021,4,3,North Carolina,7514,47.75
2021,4,4,North Carolina,6921,48.23
2021,4,5,North Carolina,6856,48.62
2021,4,6,North Carolina,6934,48.8
2021,4,7,North Carolina,6861,49.53
2021,4,8,North Carolina,6959,50.46
2021,4,9,North Carolina,7351,51.51
2021,4,10,North Carolina,7069,52.7
2021,4,11,North Carolina,7939,53.78
2021,4,12,North Carolina,8376,54.49
2021,4,13,North Carolina,8622,54.84
2021,4,14,North Carolina,8845,55.73
2021,4,15,North Carolina,8773,56.6
2021,4,16,North Carolina,8742,57.63
2021,4,17,North Carolina,8457,58.62
2021,4,18,North Carolina,8221,59.54
2021,4,19,North Carolina,7978,60.07
2021,4,20,North Carolina,7872,60.35
2021,4,21,North Carolina,7514,60.99
2021,4,22,North Carolina,7352,61.75
2021,4,23,North Carolina,7161,62.64
2021,4,24,North Carolina,6845,63.41
2021,4,25,North Carolina,6587,64.15
