year,month,day,location,daily_vaccinations_per_million,total_vaccinations_per_hundred
2021,1,12,Alabama,NA,1.59
2021,1,13,Alabama,1205,1.71
2021,1,14,Alabama,1445,1.88
2021,1,15,Alabama,1525,2.05
2021,1,16,Alabama,1529,NA
2021,1,17,Alabama,1531,NA
2021,1,18,Alabama,1533,NA
2021,1,19,Alabama,1534,2.67
2021,1,20,Alabama,1607,2.84
2021,1,21,Alabama,2145,3.38
2021,1,22,Alabama,2877,4.06
2021,1,23,Alabama,3304,4.52
2021,1,24,Alabama,3731,4.97
2021,1,25,Alabama,3711,5.11
2021,1,26,Alabama,3618,5.2
2021,1,27,Alabama,3707,5.43
2021,1,28,Alabama,3294,5.69
2021,1,29,Alabama,2960,6.14
2021,1,30,Alabama,3522,6.98
2021,1,31,Alabama,3212,7.22
2021,2,1,Alabama,3137,7.31
2021,2,2,Alabama,3407,7.58
2021,2,3,Alabama,3552,7.92
2021,2,4,Alabama,3771,8.33
2021,2,5,Alabama,3778,8.78
2021,2,6,Alabama,3285,9.28
2021,2,7,Alabama,3157,9.43
2021,2,8,Alabama,3186,9.54
2021,2,9,Alabama,3470,10.01
2021,2,10,Alabama,3714,10.52
2021,2,11,Alabama,3928,11.08
2021,2,12,Alabama,4094,11.65
2021,2,13,Alabama,4253,12.26
2021,2,14,Alabama,4368,12.49
2021,2,15,Alabama,4569,NA
2021,2,16,Alabama,4245,12.99
2021,2,17,Alabama,3911,13.26
2021,2,18,Alabama,3753,13.71
2021,2,19,Alabama,4895,15.07
2021,2,20,Alabama,5121,15.85
2021,2,21,Alabama,5138,16.08
2021,2,22,Alabama,4928,16.19
2021,2,23,Alabama,5198,16.62
2021,2,24,Alabama,5527,17.13
2021,2,25,Alabama,5615,17.64
2021,2,26,Alabama,4508,18.23
2021,2,27,Alabama,4491,18.99
2021,2,28,Alabama,4484,19.22
2021,3,1,Alabama,4510,19.34
2021,3,2,Alabama,4576,19.83
2021,3,3,Alabama,4671,20.4
2021,3,4,Alabama,4878,21.05
2021,3,5,Alabama,4974,21.71
2021,3,6,Alabama,4913,22.43
2021,3,7,Alabama,4884,22.64
2021,3,8,Alabama,4903,22.77
2021,3,9,Alabama,4919,23.27
2021,3,10,Alabama,5063,23.94
2021,3,11,Alabama,5175,24.67
2021,3,12,Alabama,5379,25.48
2021,3,13,Alabama,5493,26.27
2021,3,14,Alabama,5492,26.49
2021,3,15,Alabama,5528,26.64
2021,3,16,Alabama,5574,27.17
2021,3,17,Alabama,5541,27.82
2021,3,18,Alabama,5252,28.35
2021,3,19,Alabama,5171,29.1
2021,3,20,Alabama,5027,29.79
2021,3,21,Alabama,5071,30.03
2021,3,22,Alabama,5036,30.17
2021,3,23,Alabama,5161,30.78
2021,3,24,Alabama,5199,31.46
2021,3,25,Alabama,5507,32.21
2021,3,26,Alabama,5382,32.86
2021,3,27,Alabama,5392,33.57
2021,3,28,Alabama,5432,33.84
2021,3,29,Alabama,5457,33.99
2021,3,30,Alabama,5483,34.62
2021,3,31,Alabama,5429,35.26
2021,4,1,Alabama,5620,36.14
2021,4,2,Alabama,5887,36.99
2021,4,3,Alabama,5867,37.67
2021,4,4,Alabama,5819,37.91
2021,4,5,Alabama,5777,38.03
2021,4,6,Alabama,5806,38.69
2021,4,7,Alabama,6016,39.47
2021,4,8,Alabama,5954,40.31
2021,4,9,Alabama,6056,41.22
2021,4,10,Alabama,6354,42.12
2021,4,11,Alabama,6520,42.47
2021,4,12,Alabama,6632,42.68
2021,4,13,Alabama,6713,43.39
2021,4,14,Alabama,6808,44.23
2021,4,15,Alabama,6732,45.02
2021,4,16,Alabama,6533,45.8
2021,4,17,Alabama,6275,46.51
2021,4,18,Alabama,6109,46.75
2021,4,19,Alabama,5975,46.86
2021,4,20,Alabama,5840,47.47
2021,4,21,Alabama,5584,48.14
2021,4,22,Alabama,5446,48.83
2021,4,23,Alabama,5363,49.55
2021,4,24,Alabama,5268,50.2
2021,4,25,Alabama,5219,50.4
2021,4,26,Alabama,5264,50.54
2021,4,27,Alabama,5009,50.98
2021,4,28,Alabama,4874,51.55
2021,4,29,Alabama,4826,52.21
2021,4,30,Alabama,4706,52.85
2021,5,1,Alabama,4542,53.38
2021,5,2,Alabama,4408,53.49
2021,5,3,Alabama,4344,53.58
2021,5,4,Alabama,4224,53.94
2021,5,5,Alabama,4170,54.47
2021,5,6,Alabama,3299,54.52
2021,5,7,Alabama,3939,55.6
2021,5,8,Alabama,4097,56.25
2021,5,9,Alabama,4239,56.46
2021,5,10,Alabama,4262,56.57
2021,5,11,Alabama,3765,56.57
2021,5,12,Alabama,3517,56.94
2021,5,13,Alabama,4623,57.76
2021,5,14,Alabama,3882,58.32
2021,5,15,Alabama,3592,58.76
2021,5,16,Alabama,3435,58.86
2021,5,17,Alabama,3279,58.86
2021,5,18,Alabama,3836,59.26
2021,5,19,Alabama,3335,59.27
2021,5,20,Alabama,3127,59.94
2021,5,21,Alabama,2503,60.07
2021,5,22,Alabama,2370,60.42
2021,5,23,Alabama,2792,60.82
2021,5,24,Alabama,2795,60.82
2021,5,25,Alabama,2645,61.11
2021,5,26,Alabama,2812,61.24
2021,5,27,Alabama,1988,61.34
2021,5,28,Alabama,2078,61.53
2021,5,29,Alabama,1686,61.6
2021,5,30,Alabama,1151,61.62
2021,5,31,Alabama,1159,NA
2021,6,1,Alabama,755,61.64
2021,6,2,Alabama,661,61.7
2021,6,3,Alabama,533,61.71
2021,6,4,Alabama,465,61.85
2021,6,5,Alabama,361,61.86
2021,6,6,Alabama,396,61.9
2021,6,7,Alabama,424,61.93
2021,6,8,Alabama,424,61.94
2021,6,9,Alabama,443,62.01
2021,6,10,Alabama,1123,62.5
2021,6,11,Alabama,1331,62.78
2021,6,12,Alabama,2104,63.33
2021,6,13,Alabama,2319,63.52
2021,6,14,Alabama,2672,63.8
2021,6,15,Alabama,2705,63.83
2021,6,16,Alabama,2952,64.08
2021,6,17,Alabama,5508,66.35
2021,6,18,Alabama,5124,66.37
2021,6,19,Alabama,4956,66.8
2021,6,20,Alabama,4882,66.94
2021,6,21,Alabama,4584,67.01
2021,6,22,Alabama,4711,67.13
2021,6,23,Alabama,4577,67.28
2021,6,24,Alabama,1615,67.48
2021,6,25,Alabama,1592,67.49
2021,6,26,Alabama,1220,67.65
2021,6,27,Alabama,1397,67.92
2021,6,28,Alabama,1636,68.15
2021,6,29,Alabama,1706,68.32
2021,6,30,Alabama,1507,68.34
2021,7,1,Alabama,1652,68.64
2021,7,2,Alabama,1651,68.64
2021,7,3,Alabama,1889,68.98
2021,7,4,Alabama,1512,68.98
2021,7,5,Alabama,1328,NA
2021,7,6,Alabama,1237,69.19
2021,7,7,Alabama,1332,69.27
2021,7,8,Alabama,1081,69.39
2021,7,9,Alabama,1252,69.52
2021,7,10,Alabama,959,69.65
2021,7,11,Alabama,1165,69.79
2021,7,12,Alabama,1014,69.79
2021,7,13,Alabama,1223,70.04
2021,7,14,Alabama,1112,70.05
2021,7,15,Alabama,1331,70.32
2021,7,16,Alabama,1355,70.47
2021,7,17,Alabama,1176,70.47
2021,7,18,Alabama,1193,70.63
2021,7,19,Alabama,1358,70.74
2021,7,20,Alabama,1078,70.8
2021,7,21,Alabama,1491,71.09
2021,7,22,Alabama,1354,71.27
2021,7,23,Alabama,1160,71.28
2021,7,24,Alabama,1428,71.47
2021,7,25,Alabama,1561,71.72
2021,7,26,Alabama,1714,71.94
2021,7,27,Alabama,1835,72.08
2021,7,28,Alabama,2098,72.56
2021,7,29,Alabama,1845,72.56
2021,7,30,Alabama,2678,73.15
2021,7,31,Alabama,2415,73.16
2021,8,1,Alabama,2546,73.5
2021,8,2,Alabama,2229,73.5
2021,8,3,Alabama,2925,74.13
2021,8,4,Alabama,2581,74.36
2021,8,5,Alabama,2713,74.46
2021,8,6,Alabama,2745,75.07
2021,8,7,Alabama,3272,75.45
2021,8,8,Alabama,2787,75.45
2021,8,9,Alabama,3164,75.72
2021,8,10,Alabama,2804,76.09
2021,8,11,Alabama,2531,76.14
2021,8,12,Alabama,2844,76.45
2021,8,13,Alabama,2421,76.77
2021,8,14,Alabama,2038,76.88
2021,8,15,Alabama,2703,77.34
2021,8,16,Alabama,3013,77.83
2021,8,17,Alabama,2831,78.08
2021,8,18,Alabama,3082,78.29
2021,8,19,Alabama,3182,78.68
2021,8,20,Alabama,3627,79.31
2021,8,21,Alabama,3994,79.67
2021,8,22,Alabama,3607,79.87
2021,8,23,Alabama,3715,80.43
2021,8,24,Alabama,3939,80.83
2021,8,25,Alabama,3725,80.9
2021,8,26,Alabama,3806,81.35
2021,8,27,Alabama,4548,82.49
2021,8,28,Alabama,4847,83.07
2021,8,29,Alabama,5282,83.57
2021,8,30,Alabama,4938,83.88
2021,8,31,Alabama,5037,84.36
2021,9,1,Alabama,5030,84.42
2021,9,2,Alabama,4950,84.81
2021,9,3,Alabama,3896,85.22
2021,9,4,Alabama,3984,85.85
2021,9,5,Alabama,3541,NA
2021,9,6,Alabama,3362,NA
2021,9,7,Alabama,2956,86.43
2021,9,8,Alabama,3301,86.73
2021,9,9,Alabama,2838,86.8
2021,9,10,Alabama,3186,87.45
2021,9,11,Alabama,2408,87.54
2021,9,12,Alabama,2754,87.97
2021,9,13,Alabama,2909,88.27
2021,9,14,Alabama,2675,88.3
2021,9,15,Alabama,2610,88.56
2021,9,16,Alabama,3006,88.9
2021,9,17,Alabama,2787,89.4
2021,9,18,Alabama,2758,89.47
2021,9,19,Alabama,2674,89.84
2021,9,20,Alabama,2552,90.06
2021,9,21,Alabama,2948,90.36
2021,9,22,Alabama,2847,90.55
2021,1,12,Alaska,NA,4.9
2021,1,13,Alaska,3885,5.29
2021,1,14,Alaska,4619,5.82
2021,1,15,Alaska,6015,6.7
2021,1,16,Alaska,5989,NA
2021,1,17,Alaska,5972,NA
2021,1,18,Alaska,5963,NA
2021,1,19,Alaska,5955,9.07
2021,1,20,Alaska,5782,9.34
2021,1,21,Alaska,5724,9.83
2021,1,22,Alaska,6261,11.09
2021,1,23,Alaska,6831,12.08
2021,1,24,Alaska,7142,12.88
2021,1,25,Alaska,6839,13.26
2021,1,26,Alaska,6213,13.42
2021,1,27,Alaska,6504,13.89
2021,1,28,Alaska,6630,14.47
2021,1,29,Alaska,5722,15.09
2021,1,30,Alaska,5257,15.76
2021,1,31,Alaska,4947,16.35
2021,2,1,Alaska,4880,16.68
2021,2,2,Alaska,4939,16.87
2021,2,3,Alaska,4720,17.19
2021,2,4,Alaska,4702,17.76
2021,2,5,Alaska,4609,18.32
2021,2,6,Alaska,4663,19.02
2021,2,7,Alaska,5174,19.97
2021,2,8,Alaska,5647,20.63
2021,2,9,Alaska,5747,20.9
2021,2,10,Alaska,5955,21.36
2021,2,11,Alaska,6315,22.18
2021,2,12,Alaska,6529,22.89
2021,2,13,Alaska,7029,23.94
2021,2,14,Alaska,7372,25.13
2021,2,15,Alaska,7125,NA
2021,2,16,Alaska,7447,26.11
2021,2,17,Alaska,7296,26.47
2021,2,18,Alaska,7201,27.22
2021,2,19,Alaska,9528,29.56
2021,2,20,Alaska,10206,31.09
2021,2,21,Alaska,10020,32.14
2021,2,22,Alaska,9932,32.57
2021,2,23,Alaska,9552,32.8
2021,2,24,Alaska,9771,33.31
2021,2,25,Alaska,9844,34.11
2021,2,26,Alaska,7442,34.77
2021,2,27,Alaska,6276,35.48
2021,2,28,Alaska,5781,36.19
2021,3,1,Alaska,5883,36.69
2021,3,2,Alaska,5862,36.9
2021,3,3,Alaska,5800,37.37
2021,3,4,Alaska,5338,37.85
2021,3,5,Alaska,5298,38.48
2021,3,6,Alaska,5680,39.45
2021,3,7,Alaska,5918,40.33
2021,3,8,Alaska,5807,40.76
2021,3,9,Alaska,6395,41.38
2021,3,10,Alaska,6721,42.07
2021,3,11,Alaska,7123,42.84
2021,3,12,Alaska,7237,43.54
2021,3,13,Alaska,6961,44.33
2021,3,14,Alaska,7481,45.57
2021,3,15,Alaska,7615,46.09
2021,3,16,Alaska,7218,46.43
2021,3,17,Alaska,7464,47.3
2021,3,18,Alaska,7368,47.99
2021,3,19,Alaska,7328,48.67
2021,3,20,Alaska,7505,49.58
2021,3,21,Alaska,7632,50.91
2021,3,22,Alaska,7509,51.34
2021,3,23,Alaska,7208,51.47
2021,3,24,Alaska,6504,51.85
2021,3,25,Alaska,6525,52.56
2021,3,26,Alaska,6585,53.28
2021,3,27,Alaska,6434,54.08
2021,3,28,Alaska,5676,54.88
2021,3,29,Alaska,5408,55.13
2021,3,30,Alaska,5426,55.27
2021,3,31,Alaska,5456,55.67
2021,4,1,Alaska,5278,56.25
2021,4,2,Alaska,5061,56.82
2021,4,3,Alaska,4802,57.45
2021,4,4,Alaska,5283,58.58
2021,4,5,Alaska,5498,58.98
2021,4,6,Alaska,5536,59.15
2021,4,7,Alaska,5751,59.69
2021,4,8,Alaska,6202,60.6
2021,4,9,Alaska,6376,61.29
2021,4,10,Alaska,6929,62.3
2021,4,11,Alaska,6392,63.06
2021,4,12,Alaska,6604,63.6
2021,4,13,Alaska,12366,67.8
2021,4,14,Alaska,12315,68.31
2021,4,15,Alaska,11038,68.32
2021,4,16,Alaska,11038,69.01
2021,4,17,Alaska,10569,69.69
2021,4,18,Alaska,10587,70.47
2021,4,19,Alaska,10207,70.74
2021,4,20,Alaska,4495,70.95
2021,4,21,Alaska,4886,71.73
2021,4,22,Alaska,5920,72.47
2021,4,23,Alaska,5602,72.93
2021,4,24,Alaska,5296,73.4
2021,4,25,Alaska,4712,73.77
2021,4,26,Alaska,4500,73.89
2021,4,27,Alaska,4406,74.03
2021,4,28,Alaska,3616,74.26
2021,4,29,Alaska,3982,75.25
2021,4,30,Alaska,3758,75.57
2021,5,1,Alaska,4629,76.64
2021,5,2,Alaska,4455,76.88
2021,5,3,Alaska,4357,76.94
2021,5,4,Alaska,4216,76.99
2021,5,5,Alaska,4188,77.2
2021,5,6,Alaska,3223,77.51
2021,5,7,Alaska,3173,77.79
2021,5,8,Alaska,2082,78.1
2021,5,9,Alaska,1743,78.1
2021,5,10,Alaska,2402,78.62
2021,5,11,Alaska,2515,78.75
2021,5,12,Alaska,2461,78.92
2021,5,13,Alaska,2332,79.14
2021,5,14,Alaska,2292,79.39
2021,5,15,Alaska,2406,79.78
2021,5,16,Alaska,2999,80.2
2021,5,17,Alaska,2388,80.3
2021,5,18,Alaska,2331,80.38
2021,5,19,Alaska,2648,80.77
2021,5,20,Alaska,2771,81.08
2021,5,21,Alaska,2950,81.46
2021,5,22,Alaska,2891,81.81
2021,5,23,Alaska,2806,82.17
2021,5,24,Alaska,2843,82.29
2021,5,25,Alaska,2832,82.36
2021,5,26,Alaska,2536,82.55
2021,5,27,Alaska,2421,82.78
2021,5,28,Alaska,2355,83.1
2021,5,29,Alaska,2264,83.39
2021,5,30,Alaska,2052,83.6
2021,5,31,Alaska,1989,NA
2021,6,1,Alaska,1990,83.75
2021,6,2,Alaska,1763,83.78
2021,6,3,Alaska,1791,84.03
2021,6,4,Alaska,1665,84.27
2021,6,5,Alaska,1673,84.56
2021,6,6,Alaska,1878,84.92
2021,6,7,Alaska,2105,85.15
2021,6,8,Alaska,2085,85.21
2021,6,9,Alaska,2078,85.23
2021,6,10,Alaska,2180,85.56
2021,6,11,Alaska,2157,85.78
2021,6,12,Alaska,2132,86.05
2021,6,13,Alaska,1900,86.25
2021,6,14,Alaska,1882,86.47
2021,6,15,Alaska,1973,86.59
2021,6,16,Alaska,2214,86.78
2021,6,17,Alaska,2011,86.96
2021,6,18,Alaska,1952,87.15
2021,6,19,Alaska,1828,87.33
2021,6,20,Alaska,1755,87.48
2021,6,21,Alaska,1690,87.65
2021,6,22,Alaska,1560,87.69
2021,6,23,Alaska,1412,87.77
2021,6,24,Alaska,1431,87.97
2021,6,25,Alaska,1420,88.14
2021,6,26,Alaska,1996,88.73
2021,6,27,Alaska,2143,88.98
2021,6,28,Alaska,2365,89.31
2021,6,29,Alaska,2741,89.6
2021,6,30,Alaska,3237,90.04
2021,7,1,Alaska,3264,90.25
2021,7,2,Alaska,4393,91.21
2021,7,3,Alaska,3823,91.41
2021,7,4,Alaska,4136,91.87
2021,7,5,Alaska,4244,NA
2021,7,6,Alaska,4400,92.68
2021,7,7,Alaska,3803,92.7
2021,7,8,Alaska,3730,92.86
2021,7,9,Alaska,2589,93.03
2021,7,10,Alaska,2562,93.2
2021,7,11,Alaska,2105,93.35
2021,7,12,Alaska,1627,93.42
2021,7,13,Alaska,1111,93.46
2021,7,14,Alaska,1290,93.6
2021,7,15,Alaska,1255,93.74
2021,7,16,Alaska,1256,93.91
2021,7,17,Alaska,1174,94.02
2021,7,18,Alaska,1438,94.35
2021,7,19,Alaska,1396,94.39
2021,7,20,Alaska,813,94.03
2021,7,21,Alaska,785,94.15
2021,7,22,Alaska,741,94.26
2021,7,23,Alaska,693,94.39
2021,7,24,Alaska,757,94.55
2021,7,25,Alaska,288,94.56
2021,7,26,Alaska,543,94.77
2021,7,27,Alaska,1128,94.82
2021,7,28,Alaska,1077,94.91
2021,7,29,Alaska,1095,95.03
2021,7,30,Alaska,1144,95.19
2021,7,31,Alaska,1122,95.34
2021,8,1,Alaska,1130,95.35
2021,8,2,Alaska,838,95.36
2021,8,3,Alaska,1162,95.63
2021,8,4,Alaska,1219,95.76
2021,8,5,Alaska,1282,95.92
2021,8,6,Alaska,1259,96.07
2021,8,7,Alaska,1277,96.23
2021,8,8,Alaska,1297,96.26
2021,8,9,Alaska,1279,96.26
2021,8,10,Alaska,964,96.31
2021,8,11,Alaska,991,96.45
2021,8,12,Alaska,939,96.58
2021,8,13,Alaska,1010,96.78
2021,8,14,Alaska,1012,96.94
2021,8,15,Alaska,991,96.95
2021,8,16,Alaska,1353,97.2
2021,8,17,Alaska,1413,97.3
2021,8,18,Alaska,1392,97.43
2021,8,19,Alaska,1475,97.61
2021,8,20,Alaska,1467,97.81
2021,8,21,Alaska,1530,98.01
2021,8,22,Alaska,1547,98.03
2021,8,23,Alaska,1192,98.04
2021,8,24,Alaska,1606,98.42
2021,8,25,Alaska,1733,98.64
2021,8,26,Alaska,1807,98.88
2021,8,27,Alaska,1848,99.1
2021,8,28,Alaska,1858,99.31
2021,8,29,Alaska,1895,99.36
2021,8,30,Alaska,2406,99.72
2021,8,31,Alaska,2031,99.84
2021,9,1,Alaska,1981,100.03
2021,9,2,Alaska,1970,100.26
2021,9,3,Alaska,2018,100.51
2021,9,4,Alaska,2014,100.72
2021,9,5,Alaska,2618,NA
2021,9,6,Alaska,2771,NA
2021,9,7,Alaska,3271,102.13
2021,9,8,Alaska,3087,102.19
2021,9,9,Alaska,3163,102.47
2021,9,10,Alaska,3315,102.83
2021,9,11,Alaska,3424,103.12
2021,9,12,Alaska,2780,103.14
2021,9,13,Alaska,2671,103.53
2021,9,14,Alaska,2180,103.66
2021,9,15,Alaska,2338,103.82
2021,9,16,Alaska,2235,104.04
2021,9,17,Alaska,2169,104.35
2021,9,18,Alaska,2127,104.61
2021,9,19,Alaska,2569,104.94
2021,9,20,Alaska,2333,105.17
2021,9,21,Alaska,2277,105.25
2021,9,22,Alaska,2471,105.55
2021,1,12,Arizona,NA,1.94
2021,1,13,Arizona,1840,2.13
2021,1,14,Arizona,2219,2.39
2021,1,15,Arizona,2552,2.71
2021,1,16,Arizona,2508,NA
2021,1,17,Arizona,2482,NA
2021,1,18,Arizona,2464,NA
2021,1,19,Arizona,2452,3.66
2021,1,20,Arizona,2495,3.87
2021,1,21,Arizona,2556,4.18
2021,1,22,Arizona,2596,4.52
2021,1,23,Arizona,2877,4.96
2021,1,24,Arizona,3120,5.37
2021,1,25,Arizona,3232,5.68
2021,1,26,Arizona,3231,5.92
2021,1,27,Arizona,3462,6.3
2021,1,28,Arizona,3597,6.69
2021,1,29,Arizona,3763,7.16
2021,1,30,Arizona,3855,7.66
2021,1,31,Arizona,3994,8.16
2021,2,1,Arizona,4062,8.53
2021,2,2,Arizona,3940,8.68
2021,2,3,Arizona,3882,9.01
2021,2,4,Arizona,3905,9.43
2021,2,5,Arizona,3893,9.88
2021,2,6,Arizona,4110,10.53
2021,2,7,Arizona,4222,11.12
2021,2,8,Arizona,4326,11.55
2021,2,9,Arizona,4556,11.87
2021,2,10,Arizona,4744,12.33
2021,2,11,Arizona,5014,12.94
2021,2,12,Arizona,5316,13.61
2021,2,13,Arizona,5382,14.3
2021,2,14,Arizona,5494,14.96
2021,2,15,Arizona,5512,NA
2021,2,16,Arizona,5707,15.86
2021,2,17,Arizona,5243,16
2021,2,18,Arizona,5126,16.52
2021,2,19,Arizona,7578,18.91
2021,2,20,Arizona,7542,19.58
2021,2,21,Arizona,7468,20.19
2021,2,22,Arizona,7551,20.7
2021,2,23,Arizona,7286,20.96
2021,2,24,Arizona,7675,21.38
2021,2,25,Arizona,7944,22.09
2021,2,26,Arizona,5788,22.96
2021,2,27,Arizona,5946,23.74
2021,2,28,Arizona,6335,24.63
2021,3,1,Arizona,6726,25.41
2021,3,2,Arizona,7143,25.96
2021,3,3,Arizona,7361,26.53
2021,3,4,Arizona,7309,27.2
2021,3,5,Arizona,7210,28.01
2021,3,6,Arizona,6192,28.08
2021,3,7,Arizona,7265,29.71
2021,3,8,Arizona,7183,30.43
2021,3,9,Arizona,6989,30.86
2021,3,10,Arizona,7116,31.51
2021,3,11,Arizona,7271,32.29
2021,3,12,Arizona,7451,33.22
2021,3,13,Arizona,8653,34.14
2021,3,14,Arizona,7753,35.14
2021,3,15,Arizona,7662,35.8
2021,3,16,Arizona,8036,36.48
2021,3,17,Arizona,7928,37.06
2021,3,18,Arizona,7950,37.86
2021,3,19,Arizona,6725,37.93
2021,3,20,Arizona,6699,38.82
2021,3,21,Arizona,6583,39.75
2021,3,22,Arizona,6620,40.43
2021,3,23,Arizona,6188,40.81
2021,3,24,Arizona,6134,41.35
2021,3,25,Arizona,6892,42.68
2021,3,26,Arizona,8011,43.54
2021,3,27,Arizona,8118,44.51
2021,3,28,Arizona,8158,45.46
2021,3,29,Arizona,8246,46.2
2021,3,30,Arizona,8416,46.7
2021,3,31,Arizona,8666,47.42
2021,4,1,Arizona,7968,48.26
2021,4,2,Arizona,8094,49.2
2021,4,3,Arizona,8126,50.2
2021,4,4,Arizona,8078,51.11
2021,4,5,Arizona,8035,51.83
2021,4,6,Arizona,8041,52.33
2021,4,7,Arizona,7920,52.96
2021,4,8,Arizona,7627,53.6
2021,4,9,Arizona,7736,54.62
2021,4,10,Arizona,7859,55.7
2021,4,11,Arizona,7945,56.67
2021,4,12,Arizona,7782,57.28
2021,4,13,Arizona,7751,57.76
2021,4,14,Arizona,7767,58.4
2021,4,15,Arizona,7957,59.17
2021,4,16,Arizona,7672,59.99
2021,4,17,Arizona,7587,61.01
2021,4,18,Arizona,7473,61.9
2021,4,19,Arizona,7483,62.51
2021,4,20,Arizona,7408,62.94
2021,4,21,Arizona,7480,63.64
2021,4,22,Arizona,7497,64.42
2021,4,23,Arizona,7529,65.26
2021,4,24,Arizona,7351,66.15
2021,4,25,Arizona,7199,66.94
2021,4,26,Arizona,7106,67.49
2021,4,27,Arizona,7056,67.88
2021,4,28,Arizona,6850,68.43
2021,4,29,Arizona,6590,69.03
2021,4,30,Arizona,6286,69.66
2021,5,1,Arizona,6058,70.39
2021,5,2,Arizona,5694,70.93
2021,5,3,Arizona,5191,71.12
2021,5,4,Arizona,4963,71.36
2021,5,5,Arizona,4624,71.67
2021,5,6,Arizona,4620,72.26
2021,5,7,Arizona,4527,72.83
2021,5,8,Arizona,4193,73.33
2021,5,9,Arizona,4121,73.81
2021,5,10,Arizona,4611,74.35
2021,5,11,Arizona,5038,74.88
2021,5,12,Arizona,4998,75.17
2021,5,13,Arizona,4659,75.52
2021,5,14,Arizona,4324,75.86
2021,5,15,Arizona,4330,76.36
2021,5,16,Arizona,4430,76.91
2021,5,17,Arizona,4051,77.19
2021,5,18,Arizona,3625,77.42
2021,5,19,Arizona,3778,77.81
2021,5,20,Arizona,3728,78.13
2021,5,21,Arizona,3862,78.56
2021,5,22,Arizona,4047,79.19
2021,5,23,Arizona,3981,79.7
2021,5,24,Arizona,4143,80.09
2021,5,25,Arizona,4039,80.25
2021,5,26,Arizona,3784,80.46
2021,5,27,Arizona,3774,80.78
2021,5,28,Arizona,3690,81.14
2021,5,29,Arizona,3239,81.46
2021,5,30,Arizona,2970,81.78
2021,5,31,Arizona,2657,NA
2021,6,1,Arizona,2661,82.11
2021,6,2,Arizona,2496,82.21
2021,6,3,Arizona,2309,82.39
2021,6,4,Arizona,2154,82.65
2021,6,5,Arizona,2234,83.02
2021,6,6,Arizona,2255,83.36
2021,6,7,Arizona,2472,83.68
2021,6,8,Arizona,2505,83.87
2021,6,9,Arizona,2714,84.11
2021,6,10,Arizona,2471,84.12
2021,6,11,Arizona,2636,84.5
2021,6,12,Arizona,2747,84.95
2021,6,13,Arizona,2649,85.21
2021,6,14,Arizona,2565,85.47
2021,6,15,Arizona,2600,85.69
2021,6,16,Arizona,2259,85.69
2021,6,17,Arizona,3333,86.45
2021,6,18,Arizona,3158,86.71
2021,6,19,Arizona,2912,86.99
2021,6,20,Arizona,2842,87.2
2021,6,21,Arizona,2486,87.21
2021,6,22,Arizona,2625,87.52
2021,6,23,Arizona,2828,87.67
2021,6,24,Arizona,2004,87.86
2021,6,25,Arizona,1948,88.07
2021,6,26,Arizona,1890,88.31
2021,6,27,Arizona,2006,88.61
2021,6,28,Arizona,2567,89.01
2021,6,29,Arizona,2254,89.1
2021,6,30,Arizona,2267,89.26
2021,7,1,Arizona,7335,92.99
2021,7,2,Arizona,7285,93.17
2021,7,3,Arizona,7209,93.35
2021,7,4,Arizona,7163,93.62
2021,7,5,Arizona,6705,NA
2021,7,6,Arizona,6690,93.78
2021,7,7,Arizona,6560,93.85
2021,7,8,Arizona,1459,94.01
2021,7,9,Arizona,1477,94.2
2021,7,10,Arizona,1483,94.39
2021,7,11,Arizona,1357,94.57
2021,7,12,Arizona,1414,94.69
2021,7,13,Arizona,1412,94.77
2021,7,14,Arizona,1511,94.9
2021,7,15,Arizona,1489,95.06
2021,7,16,Arizona,1454,95.22
2021,7,17,Arizona,1403,95.38
2021,7,18,Arizona,1380,95.54
2021,7,19,Arizona,1357,95.64
2021,7,20,Arizona,1345,95.71
2021,7,21,Arizona,1349,95.85
2021,7,22,Arizona,1372,96.02
2021,7,23,Arizona,1384,96.19
2021,7,24,Arizona,1407,96.36
2021,7,25,Arizona,1426,96.53
2021,7,26,Arizona,1519,96.7
2021,7,27,Arizona,1566,96.81
2021,7,28,Arizona,1585,96.96
2021,7,29,Arizona,1562,97.11
2021,7,30,Arizona,1657,97.35
2021,7,31,Arizona,1684,97.54
2021,8,1,Arizona,1705,97.73
2021,8,2,Arizona,1465,97.73
2021,8,3,Arizona,1711,98.01
2021,8,4,Arizona,1741,98.18
2021,8,5,Arizona,1810,98.38
2021,8,6,Arizona,1894,98.68
2021,8,7,Arizona,1903,98.87
2021,8,8,Arizona,1883,99.05
2021,8,9,Arizona,2192,99.26
2021,8,10,Arizona,1952,99.37
2021,8,11,Arizona,1909,99.51
2021,8,12,Arizona,1833,99.66
2021,8,13,Arizona,1999,100.08
2021,8,14,Arizona,2204,100.41
2021,8,15,Arizona,2240,100.61
2021,8,16,Arizona,2236,100.83
2021,8,17,Arizona,2241,100.94
2021,8,18,Arizona,2274,101.11
2021,8,19,Arizona,2115,101.14
2021,8,20,Arizona,2188,101.61
2021,8,21,Arizona,2065,101.86
2021,8,22,Arizona,2090,102.08
2021,8,23,Arizona,2146,102.33
2021,8,24,Arizona,2136,102.44
2021,8,25,Arizona,2177,102.63
2021,8,26,Arizona,2500,102.89
2021,8,27,Arizona,2214,103.16
2021,8,28,Arizona,2201,103.4
